region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Portugal,38 (13 -- 119),38,50,47,13,24,32,45,59,119,New confirmed cases by infection date,Likely decreasing,0.83
France,35 (11 -- 103),35,44,36,11,22,30,40,54,103,New confirmed cases by infection date,Likely decreasing,0.64
Bulgaria,29 (8 -- 106),29,42,62,8,17,24,34,49,106,New confirmed cases by infection date,Likely decreasing,0.77
Romania,23 (5 -- 93),23,32,33,5,13,18,28,39,93,New confirmed cases by infection date,Likely decreasing,0.91
Estonia,8 (1 -- 38),8,12,17,1,4,6,10,14,38,New confirmed cases by infection date,Likely decreasing,0.86
Lithuania,6 (0 -- 34),6,10,14,0,2,4,8,13,34,New confirmed cases by infection date,Likely decreasing,0.93
Croatia,2 (0 -- 18),2,4,8,0,0,1,3,5,18,New confirmed cases by infection date,Decreasing,0.97
Cyprus,1 (0 -- 8),1,2,4,0,0,0,1,2,8,New confirmed cases by infection date,Likely decreasing,0.7
France,0.96 (0.7 -- 1.2),0.96,0.96,0.16,0.7,0.87,0.92,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.64
Bulgaria,0.91 (0.7 -- 1.1),0.91,0.92,0.14,0.7,0.83,0.88,0.94,0.99,1.1,Effective reproduction no.,Likely decreasing,0.77
Cyprus,0.91 (0.45 -- 1.2),0.91,0.88,0.24,0.45,0.75,0.85,0.95,1,1.2,Effective reproduction no.,Likely decreasing,0.7
Portugal,0.89 (0.69 -- 1.1),0.89,0.9,0.13,0.69,0.81,0.86,0.92,0.97,1.1,Effective reproduction no.,Likely decreasing,0.83
Estonia,0.85 (0.58 -- 1.1),0.85,0.85,0.16,0.58,0.74,0.82,0.89,0.94,1.1,Effective reproduction no.,Likely decreasing,0.86
Romania,0.84 (0.62 -- 1),0.84,0.84,0.13,0.62,0.76,0.81,0.87,0.92,1,Effective reproduction no.,Likely decreasing,0.91
Lithuania,0.77 (0.42 -- 1),0.77,0.75,0.19,0.42,0.63,0.72,0.82,0.88,1,Effective reproduction no.,Likely decreasing,0.93
Croatia,0.67 (0.33 -- 0.96),0.67,0.66,0.2,0.33,0.52,0.61,0.72,0.81,0.96,Effective reproduction no.,Decreasing,0.97
