Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,101085 (30675 -- 255891),Stable,0.97 (0.49 -- 1.5),-0.0056 (-0.12 -- 0.069),-120 (10 -- -5.7)
Belgium,85330 (13668 -- 2131700),Likely increasing,1.2 (0.63 -- 3.1),0.037 (-0.083 -- 0.22),19 (3.1 -- -8.4)
Bulgaria,2247 (1108 -- 3783),Likely decreasing,0.78 (0.49 -- 1.1),-0.044 (-0.12 -- 0.01),-16 (67 -- -5.7)
Croatia,4176 (2110 -- 7748),Stable,1 (0.68 -- 1.4),0.0057 (-0.069 -- 0.067),120 (10 -- -10)
Cyprus,13969 (6461 -- 38807),Likely increasing,1.2 (0.92 -- 1.7),0.026 (-0.015 -- 0.095),27 (7.3 -- -45)
Czechia,16616 (4125 -- 91195),Stable,0.95 (0.49 -- 2),-0.0097 (-0.12 -- 0.13),-71 (5.5 -- -5.6)
Denmark,7485 (3333 -- 16501),Likely decreasing,0.74 (0.5 -- 1.1),-0.053 (-0.12 -- 0.011),-13 (61 -- -5.8)
Estonia,3208 (1667 -- 6534),Stable,1 (0.68 -- 1.6),0.0013 (-0.07 -- 0.084),530 (8.3 -- -10)
Finland,15606 (4792 -- 69748),Stable,1 (0.64 -- 1.6),0.00074 (-0.078 -- 0.088),940 (7.9 -- -8.9)
France,523368 (169318 -- 1799570),Likely increasing,1.3 (0.78 -- 2.3),0.054 (-0.045 -- 0.16),13 (4.4 -- -15)
Germany,185785 (29014 -- 524154),Likely decreasing,0.73 (0.27 -- 1.1),-0.055 (-0.22 -- 0.014),-13 (51 -- -3.2)
Greece,24610 (11248 -- 48358),Likely decreasing,0.65 (0.37 -- 1),-0.076 (-0.17 -- 0.0066),-9.1 (110 -- -4.1)
Hungary,5838 (1669 -- 30126),Likely increasing,1.1 (0.63 -- 2.4),0.02 (-0.083 -- 0.17),35 (4.1 -- -8.4)
Iceland,2109 (487 -- 6517),Likely decreasing,0.8 (0.44 -- 1.1),-0.04 (-0.14 -- 0.018),-17 (38 -- -5)
Ireland,19254 (3924 -- 133078),Likely increasing,1.2 (0.61 -- 2.6),0.035 (-0.087 -- 0.18),20 (3.8 -- -8)
Italy,152937 (90476 -- 237752),Likely decreasing,0.85 (0.6 -- 1.1),-0.03 (-0.09 -- 0.021),-23 (33 -- -7.7)
Latvia,3821 (1786 -- 7779),Likely decreasing,0.72 (0.46 -- 1.1),-0.059 (-0.13 -- 0.016),-12 (44 -- -5.2)
Liechtenstein,409 (173 -- 680),Likely increasing,1 (0.71 -- 1.2),0.0042 (-0.059 -- 0.028),160 (25 -- -12)
Lithuania,7061 (2722 -- 17197),Likely decreasing,0.88 (0.51 -- 1.4),-0.023 (-0.12 -- 0.059),-30 (12 -- -5.9)
Luxembourg,5961 (2760 -- 13648),Likely increasing,1.4 (0.86 -- 2.3),0.057 (-0.028 -- 0.16),12 (4.4 -- -25)
Malta,1524 (810 -- 2785),Likely increasing,1.3 (0.84 -- 1.9),0.05 (-0.031 -- 0.13),14 (5.4 -- -22)
Netherlands,63356 (13200 -- 189788),Likely decreasing,0.77 (0.33 -- 1.3),-0.046 (-0.19 -- 0.049),-15 (14 -- -3.7)
Norway,3574 (1910 -- 6929),Likely decreasing,0.76 (0.5 -- 1.1),-0.049 (-0.12 -- 0.025),-14 (28 -- -5.8)
Poland,8795 (4376 -- 17483),Likely decreasing,0.64 (0.37 -- 1),-0.08 (-0.17 -- 0.0047),-8.7 (150 -- -4.1)
Portugal,12834 (3634 -- 51167),Likely decreasing,0.85 (0.57 -- 1.4),-0.028 (-0.097 -- 0.058),-24 (12 -- -7.1)
Romania,10748 (5234 -- 19244),Likely increasing,1.1 (0.65 -- 1.5),0.012 (-0.077 -- 0.08),57 (8.6 -- -9.1)
Slovakia,18471 (7811 -- 40468),Likely decreasing,0.87 (0.52 -- 1.4),-0.024 (-0.11 -- 0.062),-29 (11 -- -6.2)
Slovenia,6455 (2650 -- 14143),Likely decreasing,0.87 (0.5 -- 1.5),-0.025 (-0.12 -- 0.072),-28 (9.6 -- -5.7)
Spain,30642 (9798 -- 163568),Likely decreasing,0.89 (0.65 -- 1.6),-0.021 (-0.076 -- 0.091),-34 (7.6 -- -9.1)
Sweden,1734 (367 -- 13085),Likely decreasing,0.83 (0.45 -- 1.8),-0.033 (-0.13 -- 0.11),-21 (6.2 -- -5.1)
Switzerland,55927 (22984 -- 119350),Stable,0.98 (0.63 -- 1.3),-0.003 (-0.082 -- 0.043),-230 (16 -- -8.4)
United Kingdom,169993 (65608 -- 758570),Stable,1 (0.77 -- 1.7),0.003 (-0.046 -- 0.1),230 (7 -- -15)
