region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,523368 (169318 -- 1799570),523368,693462,610623,169318,324928,438825,617641,836180,1799570,New confirmed cases by infection date,Likely increasing,0.18
Germany,185785 (29014 -- 524154),185785,219279,175544,29014,96110,147518,224517,298321,524154,New confirmed cases by infection date,Likely decreasing,0.89
United Kingdom,169993 (65608 -- 758570),169993,271695,385693,65608,112151,143062,202706,291855,758570,New confirmed cases by infection date,Stable,0.47
Italy,152937 (90476 -- 237752),152937,157531,44906,90476,126183,143154,164584,184876,237752,New confirmed cases by infection date,Likely decreasing,0.83
Austria,101085 (30675 -- 255891),101085,116795,81021,30675,67192,87085,116520,144957,255891,New confirmed cases by infection date,Stable,0.54
Belgium,85330 (13668 -- 2131700),85330,609959,3433400,13668,35046,58744,124676,262692,2131700,New confirmed cases by infection date,Likely increasing,0.31
Netherlands,63356 (13200 -- 189788),63356,78132,66144,13200,36312,51857,75729,99856,189788,New confirmed cases by infection date,Likely decreasing,0.81
Switzerland,55927 (22984 -- 119350),55927,62763,36409,22984,42498,50635,62082,74563,119350,New confirmed cases by infection date,Stable,0.58
Spain,30642 (9798 -- 163568),30642,57870,151880,9798,19073,25624,37078,53752,163568,New confirmed cases by infection date,Likely decreasing,0.69
Greece,24610 (11248 -- 48358),24610,26373,11813,11248,18148,22073,27083,32009,48358,New confirmed cases by infection date,Likely decreasing,0.93
Ireland,19254 (3924 -- 133078),19254,42026,116228,3924,10262,14981,24998,40261,133078,New confirmed cases by infection date,Likely increasing,0.29
Slovakia,18471 (7811 -- 40468),18471,20629,11280,7811,13100,16177,20774,25395,40468,New confirmed cases by infection date,Likely decreasing,0.68
Czechia,16616 (4125 -- 91195),16616,29510,51427,4125,9261,13318,20951,30699,91195,New confirmed cases by infection date,Stable,0.56
Finland,15606 (4792 -- 69748),15606,24426,33698,4792,9674,13083,18803,26442,69748,New confirmed cases by infection date,Stable,0.49
Cyprus,13969 (6461 -- 38807),13969,17482,13147,6461,9962,12159,16229,20701,38807,New confirmed cases by infection date,Likely increasing,0.14
