region,date,confirm
Belgium,2023-07-19,323
Belgium,2023-07-20,288
Belgium,2023-07-21,341
Belgium,2023-07-22,323
Belgium,2023-07-23,263
Belgium,2023-07-24,201
Belgium,2023-07-25,137
Belgium,2023-07-26,93
Czechia,2023-07-19,158
Czechia,2023-07-20,131
Czechia,2023-07-21,110
Czechia,2023-07-22,60
Czechia,2023-07-23,59
Czechia,2023-07-24,36
Czechia,2023-07-25,22
Czechia,2023-07-26,24
Czechia,2023-07-27,11
Czechia,2023-07-28,14
Czechia,2023-07-29,16
Czechia,2023-07-30,5
Denmark,2023-07-19,310
Denmark,2023-07-20,346
Denmark,2023-07-21,238
Denmark,2023-07-22,170
Denmark,2023-07-23,126
Denmark,2023-07-24,94
Estonia,2023-07-19,98
Estonia,2023-07-20,53
Estonia,2023-07-21,80
Estonia,2023-07-22,40
Estonia,2023-07-23,38
Estonia,2023-07-24,32
Estonia,2023-07-25,29
Estonia,2023-07-26,14
Estonia,2023-07-27,15
Estonia,2023-07-28,9
Estonia,2023-07-29,6
Estonia,2023-07-30,13
Estonia,2023-07-31,9
Germany,2023-07-19,2317
Germany,2023-07-20,2010
Germany,2023-07-21,1390
Germany,2023-07-22,1392
Germany,2023-07-23,857
Germany,2023-07-24,735
Germany,2023-07-25,659
Germany,2023-07-26,382
Greece,2023-07-19,727
Greece,2023-07-20,631
Greece,2023-07-21,553
Greece,2023-07-22,631
Greece,2023-07-23,625
Greece,2023-07-24,483
Greece,2023-07-25,353
Greece,2023-07-26,223
Greece,2023-07-27,209
Greece,2023-07-28,181
Greece,2023-07-29,197
Greece,2023-07-30,224
Greece,2023-07-31,304
Ireland,2023-07-19,275
Ireland,2023-07-20,266
Ireland,2023-07-21,239
Ireland,2023-07-22,253
Ireland,2023-07-23,225
Ireland,2023-07-24,170
Ireland,2023-07-25,142
Ireland,2023-07-26,126
Ireland,2023-07-27,123
Ireland,2023-07-28,78
Ireland,2023-07-29,93
Ireland,2023-07-30,129
Ireland,2023-07-31,99
Italy,2023-07-19,1256
Italy,2023-07-20,974
Italy,2023-07-21,839
Italy,2023-07-22,808
Italy,2023-07-23,673
Italy,2023-07-24,473
Italy,2023-07-25,445
Italy,2023-07-26,318
Italy,2023-07-27,264
Italy,2023-07-28,233
Italy,2023-07-29,157
Latvia,2023-07-19,93
Latvia,2023-07-20,109
Latvia,2023-07-21,82
Latvia,2023-07-22,63
Latvia,2023-07-23,80
Latvia,2023-07-24,76
Latvia,2023-07-25,75
Latvia,2023-07-26,32
Latvia,2023-07-27,28
Latvia,2023-07-28,16
Latvia,2023-07-29,14
Latvia,2023-07-30,14
Latvia,2023-07-31,21
Malta,2023-07-19,7
Malta,2023-07-20,7
Malta,2023-07-21,11
Malta,2023-07-22,10
Malta,2023-07-23,25
Malta,2023-07-24,25
Malta,2023-07-25,14
Malta,2023-07-26,25
Malta,2023-07-27,32
Malta,2023-07-28,35
Malta,2023-07-29,16
Malta,2023-07-30,29
Malta,2023-07-31,28
Netherlands,2023-07-19,373
Netherlands,2023-07-20,329
Netherlands,2023-07-22,200
Netherlands,2023-07-24,162
Netherlands,2023-07-25,149
Netherlands,2023-07-26,125
Netherlands,2023-07-27,116
Netherlands,2023-07-28,106
Netherlands,2023-07-29,108
Netherlands,2023-07-30,107
Netherlands,2023-07-31,118
Spain,2023-07-19,2150
Spain,2023-07-20,1995
Spain,2023-07-21,1946
Spain,2023-07-22,1880
Spain,2023-07-23,1815
Spain,2023-07-24,1494
