Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,6924 (3090 -- 14599),Likely increasing,1.1 (0.63 -- 1.8),0.018 (-0.082 -- 0.11),38 (6.4 -- -8.5)
Belgium,9126 (2204 -- 40037),Stable,1 (0.59 -- 1.7),0.0071 (-0.092 -- 0.1),98 (7 -- -7.5)
Bulgaria,8801 (5633 -- 13871),Likely increasing,1.2 (0.95 -- 1.6),0.037 (-0.01 -- 0.084),19 (8.2 -- -67)
Croatia,3111 (1594 -- 6211),Likely increasing,1.3 (0.87 -- 2),0.055 (-0.026 -- 0.13),13 (5.3 -- -27)
Cyprus,1408 (424 -- 4705),Likely decreasing,0.89 (0.42 -- 1.7),-0.02 (-0.15 -- 0.1),-34 (6.9 -- -4.7)
Czechia,604 (225 -- 1485),Likely decreasing,0.78 (0.4 -- 1.4),-0.045 (-0.16 -- 0.059),-15 (12 -- -4.5)
Denmark,3932 (1608 -- 10053),Likely decreasing,0.9 (0.48 -- 1.8),-0.018 (-0.13 -- 0.11),-38 (6.4 -- -5.5)
Estonia,1015 (434 -- 1956),Likely decreasing,0.84 (0.46 -- 1.3),-0.031 (-0.13 -- 0.042),-22 (17 -- -5.3)
Finland,2752 (998 -- 6171),Likely decreasing,0.88 (0.51 -- 1.3),-0.023 (-0.12 -- 0.044),-30 (16 -- -5.9)
France,94159 (14539 -- 553934),Stable,0.92 (0.34 -- 2.3),-0.015 (-0.18 -- 0.16),-45 (4.3 -- -3.8)
Germany,50513 (28634 -- 85073),Likely increasing,1.3 (0.89 -- 1.8),0.05 (-0.021 -- 0.11),14 (6.1 -- -33)
Greece,13528 (6844 -- 27394),Stable,0.97 (0.58 -- 1.7),-0.0055 (-0.094 -- 0.097),-130 (7.2 -- -7.3)
Hungary,191 (8 -- 2435),Stable,0.85 (0.15 -- 3),-0.029 (-0.3 -- 0.21),-24 (3.3 -- -2.3)
Iceland,186 (10 -- 2563),Likely decreasing,0.57 (0.11 -- 2.2),-0.099 (-0.34 -- 0.15),-7 (4.6 -- -2.1)
Ireland,9962 (5312 -- 18824),Stable,1 (0.77 -- 1.4),0.008 (-0.046 -- 0.063),86 (11 -- -15)
Italy,31799 (17623 -- 58492),Stable,1 (0.7 -- 1.5),0.0088 (-0.062 -- 0.082),79 (8.4 -- -11)
Latvia,966 (575 -- 1700),Likely increasing,1.2 (0.93 -- 1.7),0.041 (-0.013 -- 0.1),17 (6.9 -- -55)
Liechtenstein,149 (49 -- 511),Likely increasing,1.6 (0.86 -- 2.6),0.089 (-0.028 -- 0.19),7.8 (3.7 -- -25)
Lithuania,2514 (1163 -- 5447),Stable,0.94 (0.56 -- 1.5),-0.01 (-0.1 -- 0.082),-67 (8.5 -- -6.8)
Luxembourg,394 (58 -- 2719),Stable,1.2 (0.3 -- 4.2),0.031 (-0.2 -- 0.29),22 (2.4 -- -3.5)
Malta,181 (30 -- 869),Likely decreasing,0.67 (0.16 -- 2.2),-0.071 (-0.29 -- 0.15),-9.8 (4.6 -- -2.4)
Netherlands,6081 (1783 -- 18602),Likely decreasing,0.66 (0.24 -- 1.6),-0.073 (-0.24 -- 0.094),-9.5 (7.4 -- -2.9)
Norway,3005 (1497 -- 5249),Stable,1 (0.71 -- 1.3),0.0038 (-0.06 -- 0.049),180 (14 -- -11)
Poland,905 (580 -- 1421),Stable,1 (0.79 -- 1.3),0.0052 (-0.042 -- 0.048),130 (14 -- -17)
Portugal,12220 (7980 -- 18478),Likely increasing,1 (0.8 -- 1.3),0.0086 (-0.04 -- 0.053),80 (13 -- -17)
Romania,4511 (2685 -- 7439),Increasing,1.4 (1 -- 2),0.067 (0.00036 -- 0.13),10 (5.4 -- 1900)
Slovakia,526 (186 -- 1487),Likely increasing,1.2 (0.73 -- 1.8),0.027 (-0.056 -- 0.11),26 (6.1 -- -12)
Slovenia,2699 (1043 -- 7001),Likely increasing,1.5 (0.76 -- 2.7),0.07 (-0.049 -- 0.19),9.9 (3.6 -- -14)
Spain,33356 (11067 -- 92601),Likely decreasing,0.78 (0.39 -- 1.5),-0.043 (-0.16 -- 0.072),-16 (9.6 -- -4.3)
Sweden,5756 (1003 -- 25424),Likely increasing,1.1 (0.54 -- 1.9),0.025 (-0.11 -- 0.12),28 (5.7 -- -6.5)
Switzerland,15580 (2180 -- 131319),Likely increasing,1.2 (0.41 -- 3.3),0.038 (-0.15 -- 0.24),18 (2.9 -- -4.6)
United Kingdom,184841 (80436 -- 401677),Stable,1 (0.5 -- 1.8),0.0014 (-0.12 -- 0.12),490 (6 -- -5.8)
