Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,121900 (47493 -- 302176),Likely decreasing,0.87 (0.49 -- 1.5),-0.025 (-0.12 -- 0.074),-28 (9.4 -- -5.6)
Belgium,124785 (13843 -- 406239),Stable,0.98 (0.44 -- 1.3),-0.0034 (-0.14 -- 0.042),-200 (17 -- -4.9)
Bulgaria,19650 (7644 -- 50789),Likely decreasing,0.79 (0.49 -- 1.3),-0.043 (-0.12 -- 0.044),-16 (16 -- -5.6)
Croatia,14555 (6334 -- 30511),Likely decreasing,0.73 (0.47 -- 1.1),-0.056 (-0.13 -- 0.017),-12 (41 -- -5.3)
Cyprus,14183 (3523 -- 66276),Stable,1 (0.55 -- 2),-0.0013 (-0.1 -- 0.13),-520 (5.5 -- -6.7)
Czechia,145222 (17976 -- 700019),Likely decreasing,0.89 (0.33 -- 1.6),-0.021 (-0.19 -- 0.088),-33 (7.9 -- -3.7)
Denmark,349216 (151724 -- 654223),Likely increasing,1.1 (0.82 -- 1.4),0.021 (-0.036 -- 0.056),32 (12 -- -19)
Estonia,17318 (8815 -- 30881),Decreasing,0.72 (0.48 -- 0.99),-0.059 (-0.13 -- -0.0013),-12 (-550 -- -5.4)
Finland,32673 (9157 -- 120898),Stable,0.98 (0.61 -- 1.7),-0.0034 (-0.087 -- 0.095),-200 (7.3 -- -8)
France,345964 (107083 -- 941908),Likely decreasing,0.65 (0.36 -- 1),-0.076 (-0.17 -- 0.0037),-9.1 (190 -- -4.1)
Germany,1073190 (348832 -- 2776220),Stable,1 (0.59 -- 1.5),-0.002 (-0.093 -- 0.074),-350 (9.3 -- -7.4)
Greece,77020 (25999 -- 210652),Stable,0.92 (0.4 -- 2),-0.016 (-0.16 -- 0.13),-43 (5.4 -- -4.5)
Hungary,29722 (7033 -- 107183),Likely decreasing,0.69 (0.33 -- 1.3),-0.066 (-0.19 -- 0.053),-10 (13 -- -3.7)
Iceland,10803 (2914 -- 39288),Likely increasing,1.1 (0.64 -- 1.8),0.014 (-0.078 -- 0.11),51 (6.3 -- -8.9)
Ireland,14877 (3371 -- 95272),Likely decreasing,0.82 (0.45 -- 1.9),-0.035 (-0.14 -- 0.12),-20 (5.8 -- -5)
Italy,174191 (88038 -- 324263),Decreasing,0.69 (0.45 -- 1),-0.065 (-0.14 -- 0.00058),-11 (1200 -- -5)
Latvia,49587 (23583 -- 97792),Stable,0.96 (0.65 -- 1.4),-0.007 (-0.075 -- 0.059),-99 (12 -- -9.3)
Liechtenstein,919 (242 -- 2649),Likely increasing,1.1 (0.62 -- 1.4),0.014 (-0.083 -- 0.069),49 (10 -- -8.3)
Lithuania,27971 (13911 -- 51622),Likely decreasing,0.71 (0.45 -- 1),-0.06 (-0.14 -- 0.0037),-12 (190 -- -5.1)
Luxembourg,1441 (506 -- 3247),Decreasing,0.5 (0.26 -- 0.78),-0.12 (-0.22 -- -0.045),-5.8 (-15 -- -3.2)
Malta,207 (62 -- 615),Decreasing,0.47 (0.19 -- 1),-0.13 (-0.26 -- 0.003),-5.3 (230 -- -2.6)
Netherlands,854655 (351032 -- 1875770),Likely increasing,1.2 (0.79 -- 1.7),0.037 (-0.041 -- 0.1),19 (6.9 -- -17)
Norway,104145 (39763 -- 236792),Stable,0.98 (0.6 -- 1.5),-0.0042 (-0.089 -- 0.073),-160 (9.5 -- -7.8)
Poland,67989 (31455 -- 142798),Likely decreasing,0.65 (0.37 -- 1.1),-0.075 (-0.17 -- 0.02),-9.2 (35 -- -4.1)
Portugal,29766 (10524 -- 72696),Decreasing,0.45 (0.22 -- 0.78),-0.14 (-0.24 -- -0.045),-5.1 (-15 -- -2.8)
Romania,67804 (21365 -- 206599),Likely decreasing,0.7 (0.36 -- 1.3),-0.062 (-0.17 -- 0.047),-11 (15 -- -4)
Slovakia,111388 (40049 -- 273157),Likely decreasing,0.91 (0.49 -- 1.4),-0.017 (-0.12 -- 0.067),-40 (10 -- -5.7)
Slovenia,11898 (5685 -- 24094),Decreasing,0.51 (0.32 -- 0.8),-0.12 (-0.19 -- -0.041),-5.9 (-17 -- -3.6)
Spain,178222 (26278 -- 1045920),Likely decreasing,0.77 (0.36 -- 1.5),-0.047 (-0.17 -- 0.069),-15 (10 -- -4)
Sweden,60937 (6095 -- 349494),Likely decreasing,0.76 (0.29 -- 1.3),-0.05 (-0.21 -- 0.05),-14 (14 -- -3.3)
Switzerland,111944 (34705 -- 288275),Likely decreasing,0.88 (0.54 -- 1.2),-0.023 (-0.11 -- 0.031),-30 (22 -- -6.5)
United Kingdom,145666 (31146 -- 473127),Likely decreasing,0.55 (0.21 -- 1.1),-0.1 (-0.25 -- 0.0088),-6.7 (79 -- -2.7)
