region,date,confirm
Belgium,2022-12-24,909
Belgium,2022-12-31,858
Belgium,2023-01-07,530
Belgium,2023-01-14,400
Belgium,2023-01-21,336
Belgium,2023-01-28,345
Belgium,2023-02-04,429
Belgium,2023-02-11,538
Belgium,2023-02-18,709
Belgium,2023-03-04,908
Belgium,2023-03-11,1153
Cyprus,2022-12-24,18
Cyprus,2022-12-31,14
Cyprus,2023-01-07,9
Cyprus,2023-01-14,12
Cyprus,2023-01-21,8
Cyprus,2023-01-28,8
Cyprus,2023-02-04,3
Cyprus,2023-02-11,4
Cyprus,2023-02-18,7
Cyprus,2023-02-25,3
Cyprus,2023-03-04,7
Cyprus,2023-03-11,6
Cyprus,2023-03-18,2
Czechia,2022-12-24,914
Czechia,2022-12-31,803
Czechia,2023-01-07,655
Czechia,2023-01-14,423
Czechia,2023-01-21,347
Czechia,2023-01-28,353
Czechia,2023-02-04,446
Czechia,2023-02-11,587
Czechia,2023-02-18,808
Czechia,2023-03-04,892
Czechia,2023-03-11,1003
Czechia,2023-03-18,832
Denmark,2022-12-24,827
Denmark,2022-12-31,819
Denmark,2023-01-07,687
Denmark,2023-01-14,394
Denmark,2023-01-21,250
Denmark,2023-01-28,155
Denmark,2023-02-04,170
Denmark,2023-02-11,193
Denmark,2023-02-18,189
Denmark,2023-03-04,208
Denmark,2023-03-11,267
Estonia,2022-12-24,259
Estonia,2022-12-31,244
Estonia,2023-01-07,234
Estonia,2023-01-14,149
Estonia,2023-01-21,136
Estonia,2023-01-28,108
Estonia,2023-02-04,132
Estonia,2023-02-11,109
Estonia,2023-02-18,113
Estonia,2023-02-25,108
Estonia,2023-03-04,115
Estonia,2023-03-11,120
Estonia,2023-03-18,100
France,2022-12-24,10247
France,2022-12-31,7350
France,2023-01-07,5866
France,2023-01-14,3717
France,2023-01-21,2406
France,2023-01-28,1940
France,2023-02-04,1963
France,2023-02-11,4894
France,2023-02-18,1791
France,2023-03-04,1846
France,2023-03-11,2270
Germany,2022-12-24,13719
Germany,2022-12-31,10108
Germany,2023-01-07,9108
Germany,2023-01-14,6600
Germany,2023-01-21,4800
Germany,2023-01-28,4967
Germany,2023-02-04,5939
Germany,2023-02-11,7098
Germany,2023-02-18,9024
Germany,2023-03-04,8596
Germany,2023-03-11,7939
Germany,2023-03-18,6929
Greece,2022-12-24,1312
Greece,2022-12-31,1216
Greece,2023-01-07,1477
Greece,2023-01-14,1587
Greece,2023-01-21,1700
Greece,2023-01-28,1493
Greece,2023-02-04,1081
Greece,2023-02-11,937
Greece,2023-02-18,831
Greece,2023-02-25,925
Greece,2023-03-04,1034
Greece,2023-03-11,900
Greece,2023-03-18,750
Hungary,2023-01-14,102
Hungary,2023-01-21,53
Hungary,2023-01-28,39
Hungary,2023-02-04,40
Hungary,2023-02-11,32
Hungary,2023-02-18,49
Hungary,2023-02-25,32
Hungary,2023-03-04,60
Hungary,2023-03-11,56
Iceland,2022-12-24,14
Iceland,2022-12-31,21
Iceland,2023-01-07,21
Iceland,2023-01-14,27
Iceland,2023-02-04,14
Iceland,2023-02-11,20
Iceland,2023-02-18,8
Iceland,2023-02-25,7
Iceland,2023-03-04,5
Iceland,2023-03-11,4
Iceland,2023-03-18,11
Ireland,2022-12-24,640
Ireland,2022-12-31,735
Ireland,2023-01-07,651
Ireland,2023-01-14,677
Ireland,2023-01-21,370
Ireland,2023-01-28,259
Ireland,2023-02-04,238
Ireland,2023-02-11,195
Ireland,2023-02-18,255
Ireland,2023-02-25,218
Ireland,2023-03-04,207
Ireland,2023-03-11,166
Ireland,2023-03-18,164
Italy,2022-12-24,4109
Italy,2022-12-31,3824
Italy,2023-01-07,3289
Italy,2023-01-14,2691
Italy,2023-01-21,1935
Italy,2023-01-28,1709
Italy,2023-02-04,1610
Italy,2023-02-11,1519
Italy,2023-02-18,1528
Italy,2023-03-04,1262
Latvia,2022-12-24,374
Latvia,2022-12-31,339
Latvia,2023-01-07,312
Latvia,2023-01-14,208
Latvia,2023-01-21,161
Latvia,2023-01-28,122
Latvia,2023-02-04,142
Latvia,2023-02-11,117
Latvia,2023-02-18,125
Latvia,2023-02-25,131
Latvia,2023-03-04,112
Latvia,2023-03-11,131
Latvia,2023-03-18,146
Liechtenstein,2022-12-24,2
Liechtenstein,2022-12-31,4
Liechtenstein,2023-01-07,1
Liechtenstein,2023-01-14,0
Liechtenstein,2023-01-21,0
Liechtenstein,2023-01-28,0
Liechtenstein,2023-02-04,0
Liechtenstein,2023-02-11,0
Liechtenstein,2023-02-18,0
Luxembourg,2022-12-24,47
Luxembourg,2022-12-31,29
Luxembourg,2023-01-07,17
Luxembourg,2023-01-14,22
Luxembourg,2023-01-21,13
Luxembourg,2023-01-28,11
Luxembourg,2023-02-04,6
Luxembourg,2023-02-11,17
Luxembourg,2023-02-18,12
Luxembourg,2023-02-25,13
Luxembourg,2023-03-04,21
Luxembourg,2023-03-11,24
Luxembourg,2023-03-18,12
Malta,2022-12-24,13
Malta,2022-12-31,38
Malta,2023-01-07,40
Malta,2023-01-14,14
Malta,2023-01-21,17
Malta,2023-01-28,13
Malta,2023-02-04,15
Malta,2023-02-11,4
Malta,2023-02-18,11
Malta,2023-02-25,19
Malta,2023-03-04,19
Malta,2023-03-11,20
Malta,2023-03-18,24
Netherlands,2023-01-06,923
Netherlands,2023-01-13,698
Netherlands,2023-01-20,500
Netherlands,2023-01-27,410
Netherlands,2023-02-03,402
Netherlands,2023-02-10,400
Netherlands,2023-02-17,531
Netherlands,2023-03-03,957
Netherlands,2023-03-10,1158
Netherlands,2023-03-17,1163
Slovakia,2022-12-24,244
Slovakia,2022-12-31,236
Slovakia,2023-01-07,212
Slovakia,2023-01-14,147
Slovakia,2023-01-21,153
Slovakia,2023-01-28,150
Slovakia,2023-02-04,121
Slovakia,2023-02-11,191
Slovakia,2023-02-18,278
Slovakia,2023-02-25,295
Slovakia,2023-03-04,269
Slovakia,2023-03-11,308
Slovakia,2023-03-18,301
Slovenia,2022-12-24,163
Slovenia,2022-12-31,143
Slovenia,2023-01-07,142
Slovenia,2023-01-14,124
Slovenia,2023-01-21,94
Slovenia,2023-01-28,69
Slovenia,2023-02-04,45
Slovenia,2023-02-11,34
Slovenia,2023-02-18,24
Slovenia,2023-02-25,34
Slovenia,2023-03-04,35
Slovenia,2023-03-11,56
Slovenia,2023-03-18,43
Spain,2022-12-24,3008
Spain,2022-12-31,2952
Spain,2023-01-07,2958
Spain,2023-01-14,2694
Spain,2023-01-21,1970
Spain,2023-01-28,1595
Spain,2023-02-04,1475
Spain,2023-02-11,1300
Spain,2023-02-18,1345
Spain,2023-03-04,1451
