Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,137258 (36660 -- 410629),Likely increasing,1.1 (0.79 -- 1.3),0.11 (-0.29 -- 0.34),6.5 (2.1 -- -2.4)
Bulgaria,82149 (36637 -- 185920),Increasing,1.5 (1.3 -- 1.7),0.49 (0.33 -- 0.67),1.4 (1 -- 2.1)
Croatia,227494 (41756 -- 998186),Likely increasing,1.2 (0.82 -- 1.6),0.23 (-0.23 -- 0.61),3 (1.1 -- -3)
Cyprus,28852 (15181 -- 54527),Likely increasing,1.1 (0.95 -- 1.2),0.064 (-0.063 -- 0.21),11 (3.2 -- -11)
Czechia,343289 (77416 -- 1087010),Increasing,1.5 (1.1 -- 1.9),0.5 (0.16 -- 0.85),1.4 (0.82 -- 4.2)
Denmark,14604 (5697 -- 40530),Likely increasing,1.1 (0.86 -- 1.2),0.088 (-0.19 -- 0.29),7.9 (2.4 -- -3.7)
Estonia,3241 (964 -- 13771),Likely increasing,1.2 (0.97 -- 1.6),0.24 (-0.034 -- 0.66),2.9 (1 -- -21)
Finland,14466 (7606 -- 29733),Increasing,1.2 (1.1 -- 1.3),0.2 (0.091 -- 0.34),3.4 (2 -- 7.6)
Greece,415626 (219334 -- 839681),Increasing,1.1 (1 -- 1.2),0.15 (0.061 -- 0.24),4.8 (2.9 -- 11)
Hungary,95551 (17190 -- 472444),Increasing,1.4 (1 -- 1.8),0.42 (0.047 -- 0.82),1.7 (0.84 -- 15)
Iceland,1348 (676 -- 2814),Likely increasing,1.1 (0.94 -- 1.2),0.069 (-0.084 -- 0.2),10 (3.4 -- -8.3)
Ireland,15576 (8211 -- 35556),Likely decreasing,0.98 (0.87 -- 1.1),-0.029 (-0.18 -- 0.11),-24 (6.2 -- -3.8)
Italy,2549870 (812665 -- 8768280),Likely increasing,1.2 (0.93 -- 1.5),0.21 (-0.096 -- 0.53),3.4 (1.3 -- -7.2)
Latvia,6558 (1998 -- 21573),Increasing,1.3 (1.1 -- 1.7),0.36 (0.073 -- 0.69),1.9 (1 -- 9.5)
Lithuania,54073 (12980 -- 294607),Increasing,1.3 (1 -- 1.7),0.32 (0.037 -- 0.74),2.1 (0.94 -- 19)
Luxembourg,17809 (7360 -- 49181),Likely increasing,1.2 (0.97 -- 1.3),0.19 (-0.043 -- 0.39),3.6 (1.8 -- -16)
Malta,1026 (549 -- 2128),Decreasing,0.87 (0.76 -- 0.99),-0.18 (-0.35 -- -0.011),-3.9 (-61 -- -2)
Netherlands,24173 (10105 -- 53884),Increasing,1.2 (1 -- 1.4),0.19 (0.037 -- 0.4),3.6 (1.7 -- 19)
Norway,15653 (6696 -- 36151),Likely increasing,1 (0.87 -- 1.2),0.043 (-0.17 -- 0.22),16 (3.2 -- -4)
Poland,171708 (44732 -- 526889),Increasing,1.4 (1.1 -- 1.8),0.43 (0.12 -- 0.78),1.6 (0.89 -- 5.7)
Portugal,63947 (28123 -- 152321),Likely decreasing,0.89 (0.68 -- 1),-0.15 (-0.47 -- 0.061),-4.6 (11 -- -1.5)
Romania,1174640 (247515 -- 4544940),Likely increasing,1.3 (0.88 -- 1.7),0.33 (-0.17 -- 0.7),2.1 (0.99 -- -4.2)
Slovakia,44985 (12220 -- 128633),Increasing,1.4 (1.1 -- 1.7),0.44 (0.17 -- 0.71),1.6 (0.97 -- 4.1)
Slovenia,32906 (7702 -- 97333),Increasing,1.4 (1.2 -- 1.8),0.44 (0.19 -- 0.75),1.6 (0.93 -- 3.6)
Sweden,26868 (11728 -- 65204),Likely increasing,1.1 (0.87 -- 1.2),0.071 (-0.17 -- 0.24),9.8 (2.9 -- -4.1)
