region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Portugal,73 (29 -- 229),73,95,82,29,49,63,86,114,229,New confirmed cases by infection date,Stable,0.5
France,31 (12 -- 80),31,36,22,12,21,27,35,45,80,New confirmed cases by infection date,Stable,0.5
Romania,31 (8 -- 115),31,44,74,8,18,26,38,53,115,New confirmed cases by infection date,Likely decreasing,0.75
Bulgaria,8 (0 -- 54),8,16,38,0,3,6,12,19,54,New confirmed cases by infection date,Likely decreasing,0.88
Lithuania,7 (1 -- 38),7,12,20,1,3,5,9,14,38,New confirmed cases by infection date,Likely decreasing,0.84
Estonia,4 (0 -- 24),4,7,10,0,1,2,5,9,24,New confirmed cases by infection date,Likely decreasing,0.85
Croatia,2 (0 -- 17),2,5,9,0,0,1,3,5,17,New confirmed cases by infection date,Likely decreasing,0.81
France,1 (0.8 -- 1.3),1,1,0.16,0.8,0.92,0.97,1,1.1,1.3,Effective reproduction no.,Stable,0.5
Portugal,1 (0.84 -- 1.3),1,1,0.13,0.84,0.94,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.5
Romania,0.92 (0.7 -- 1.2),0.92,0.92,0.15,0.7,0.84,0.89,0.95,1,1.2,Effective reproduction no.,Likely decreasing,0.75
Lithuania,0.87 (0.57 -- 1.1),0.87,0.86,0.17,0.57,0.76,0.83,0.9,0.96,1.1,Effective reproduction no.,Likely decreasing,0.84
Croatia,0.86 (0.42 -- 1.2),0.86,0.82,0.22,0.42,0.68,0.8,0.9,0.97,1.2,Effective reproduction no.,Likely decreasing,0.81
Estonia,0.84 (0.49 -- 1.1),0.84,0.82,0.19,0.49,0.7,0.78,0.88,0.94,1.1,Effective reproduction no.,Likely decreasing,0.85
Bulgaria,0.81 (0.46 -- 1.1),0.81,0.79,0.19,0.46,0.67,0.77,0.86,0.92,1.1,Effective reproduction no.,Likely decreasing,0.88
