region,date,confirm
Bulgaria,2024-04-16,10
Bulgaria,2024-04-17,5
Bulgaria,2024-04-18,2
Bulgaria,2024-04-19,2
Bulgaria,2024-04-20,1
Bulgaria,2024-04-21,0
Bulgaria,2024-04-22,1
Bulgaria,2024-04-23,4
Bulgaria,2024-04-24,4
Bulgaria,2024-04-25,0
Bulgaria,2024-04-27,0
Bulgaria,2024-04-28,0
Croatia,2024-04-16,8
Croatia,2024-04-17,4
Croatia,2024-04-18,0
Croatia,2024-04-19,0
Croatia,2024-04-20,1
Croatia,2024-04-21,1
Croatia,2024-04-22,0
Croatia,2024-04-23,1
Croatia,2024-04-24,0
Croatia,2024-04-25,0
Croatia,2024-04-26,0
Croatia,2024-04-27,0
Croatia,2024-04-28,0
Cyprus,2024-04-16,1
Cyprus,2024-04-17,0
Cyprus,2024-04-18,0
Cyprus,2024-04-19,0
Cyprus,2024-04-20,0
Cyprus,2024-04-21,0
Cyprus,2024-04-22,0
Cyprus,2024-04-23,0
Cyprus,2024-04-24,0
Cyprus,2024-04-25,1
Cyprus,2024-04-26,0
Estonia,2024-04-16,4
Estonia,2024-04-17,1
Estonia,2024-04-18,2
Estonia,2024-04-19,1
Estonia,2024-04-20,0
Estonia,2024-04-21,1
Estonia,2024-04-22,2
Estonia,2024-04-23,0
Estonia,2024-04-24,0
Estonia,2024-04-25,0
Estonia,2024-04-26,1
Estonia,2024-04-27,0
Estonia,2024-04-28,0
France,2024-04-16,8
France,2024-04-17,1
France,2024-04-18,2
France,2024-04-19,2
France,2024-04-20,3
France,2024-04-21,1
Lithuania,2024-04-16,6
Lithuania,2024-04-17,5
Lithuania,2024-04-18,1
Lithuania,2024-04-19,3
Lithuania,2024-04-20,2
Lithuania,2024-04-21,0
Lithuania,2024-04-22,1
Lithuania,2024-04-23,1
Lithuania,2024-04-24,1
Lithuania,2024-04-25,0
Lithuania,2024-04-26,0
Lithuania,2024-04-27,0
Lithuania,2024-04-28,1
Portugal,2024-04-16,19
Portugal,2024-04-17,14
Portugal,2024-04-18,10
Portugal,2024-04-19,6
Portugal,2024-04-20,3
Portugal,2024-04-21,1
Portugal,2024-04-22,3
Portugal,2024-04-23,6
Portugal,2024-04-24,4
Portugal,2024-04-25,1
Portugal,2024-04-26,4
Portugal,2024-04-27,7
Portugal,2024-04-28,4
Romania,2024-04-16,7
Romania,2024-04-17,8
Romania,2024-04-18,6
Romania,2024-04-19,7
Romania,2024-04-20,4
Romania,2024-04-21,0
Romania,2024-04-22,2
Romania,2024-04-23,1
Romania,2024-04-24,4
Romania,2024-04-25,0
Romania,2024-04-26,2
Romania,2024-04-27,5
Romania,2024-04-28,0
