forecaster_id,forecast_date,expert,leaderboard,board_name,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
892797,2021-05-30,FALSE,yes,curlykale,normal,1.066,0.006,1,2021-05-15,2021-05-31,United Kingdom,,,22
892797,2021-05-30,FALSE,yes,curlykale,normal,1.095,0.014,2,2021-05-22,2021-05-31,United Kingdom,,,22
892797,2021-05-30,FALSE,yes,curlykale,normal,1.112,0.021,3,2021-05-29,2021-05-31,United Kingdom,,,22
892797,2021-05-30,FALSE,yes,curlykale,normal,1.14,0.028,4,2021-06-05,2021-05-31,United Kingdom,,,22
892797,2021-05-30,FALSE,yes,curlykale,normal,1.16,0.036,5,2021-06-12,2021-05-31,United Kingdom,,,22
892797,2021-05-30,FALSE,yes,curlykale,normal,1.17,0.044,6,2021-06-19,2021-05-31,United Kingdom,,,22
892797,2021-05-30,FALSE,yes,curlykale,normal,1.18,0.051,7,2021-06-26,2021-05-31,United Kingdom,,,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.769,0.025,1,2021-05-15,2021-05-31,Germany,,,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.754,0.038,2,2021-05-22,2021-05-31,Germany,,,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.75,0.05,3,2021-05-29,2021-05-31,Germany,,,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.75,0.062,4,2021-06-05,2021-05-31,Germany,,,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.75,0.075,5,2021-06-12,2021-05-31,Germany,,,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.75,0.088,6,2021-06-19,2021-05-31,Germany,,,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.75,0.1,7,2021-06-26,2021-05-31,Germany,,,22
515822,2021-05-31,TRUE,yes,seabbs,normal,1.067,0.005,1,2021-05-15,2021-05-31,United Kingdom,,128.881203651428,22
515822,2021-05-31,TRUE,yes,seabbs,normal,1.15,0.021,2,2021-05-22,2021-05-31,United Kingdom,,128.881203651428,22
515822,2021-05-31,TRUE,yes,seabbs,normal,1.17,0.037,3,2021-05-29,2021-05-31,United Kingdom,,128.881203651428,22
515822,2021-05-31,TRUE,yes,seabbs,normal,1.15,0.052,4,2021-06-05,2021-05-31,United Kingdom,,128.881203651428,22
515822,2021-05-31,TRUE,yes,seabbs,normal,1.11,0.068,5,2021-06-12,2021-05-31,United Kingdom,,128.881203651428,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.86,0.084,6,2021-06-19,2021-05-31,United Kingdom,,128.881203651428,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.85,0.1,7,2021-06-26,2021-05-31,United Kingdom,,128.881203651428,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.628,0.01,1,2021-05-15,2021-05-31,Poland,,22.1271781921387,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.58,0.02,2,2021-05-22,2021-05-31,Poland,,22.1271781921387,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.56,0.03,3,2021-05-29,2021-05-31,Poland,,22.1271781921387,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.56,0.04,4,2021-06-05,2021-05-31,Poland,,22.1271781921387,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.56,0.05,5,2021-06-12,2021-05-31,Poland,,22.1271781921387,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.56,0.06,6,2021-06-19,2021-05-31,Poland,,22.1271781921387,22
515822,2021-05-31,TRUE,yes,seabbs,normal,0.56,0.07,7,2021-06-26,2021-05-31,Poland,,22.1271781921387,22
215393,2021-05-31,TRUE,yes,seb,normal,0.769,0.01,1,2021-05-15,2021-05-31,Germany,,,22
215393,2021-05-31,TRUE,yes,seb,normal,0.754,0.02,2,2021-05-22,2021-05-31,Germany,,,22
215393,2021-05-31,TRUE,yes,seb,normal,0.76,0.03,3,2021-05-29,2021-05-31,Germany,,,22
215393,2021-05-31,TRUE,yes,seb,normal,0.77,0.04,4,2021-06-05,2021-05-31,Germany,,,22
215393,2021-05-31,TRUE,yes,seb,normal,0.8,0.05,5,2021-06-12,2021-05-31,Germany,,,22
215393,2021-05-31,TRUE,yes,seb,normal,0.85,0.06,6,2021-06-19,2021-05-31,Germany,,,22
215393,2021-05-31,TRUE,yes,seb,normal,0.9,0.07,7,2021-06-26,2021-05-31,Germany,,,22
215393,2021-05-31,TRUE,yes,seb,normal,1.15,0.05,1,2021-05-15,2021-05-31,United Kingdom,,3.11480423609416,22
215393,2021-05-31,TRUE,yes,seb,normal,1.18,0.067,2,2021-05-22,2021-05-31,United Kingdom,,3.11480423609416,22
215393,2021-05-31,TRUE,yes,seb,normal,1.21,0.083,3,2021-05-29,2021-05-31,United Kingdom,,3.11480423609416,22
215393,2021-05-31,TRUE,yes,seb,normal,1.24,0.1,4,2021-06-05,2021-05-31,United Kingdom,,3.11480423609416,22
215393,2021-05-31,TRUE,yes,seb,normal,1.27,0.117,5,2021-06-12,2021-05-31,United Kingdom,,3.11480423609416,22
215393,2021-05-31,TRUE,yes,seb,normal,1.3,0.133,6,2021-06-19,2021-05-31,United Kingdom,,3.11480423609416,22
215393,2021-05-31,TRUE,yes,seb,normal,1.4,0.15,7,2021-06-26,2021-05-31,United Kingdom,,3.11480423609416,22
496375,2021-05-31,FALSE,yes,Sophia,normal,1.08,0.025,1,2021-05-15,2021-05-31,United Kingdom,,,22
496375,2021-05-31,FALSE,yes,Sophia,normal,1.09,0.031,2,2021-05-22,2021-05-31,United Kingdom,,,22
496375,2021-05-31,FALSE,yes,Sophia,normal,0.96,0.036,3,2021-05-29,2021-05-31,United Kingdom,,,22
496375,2021-05-31,FALSE,yes,Sophia,normal,0.93,0.042,4,2021-06-05,2021-05-31,United Kingdom,,,22
496375,2021-05-31,FALSE,yes,Sophia,normal,1.03,0.048,5,2021-06-12,2021-05-31,United Kingdom,,,22
496375,2021-05-31,FALSE,yes,Sophia,normal,1.16,0.053,6,2021-06-19,2021-05-31,United Kingdom,,,22
496375,2021-05-31,FALSE,yes,Sophia,normal,1.12,0.059,7,2021-06-26,2021-05-31,United Kingdom,,,22
