forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
215393,2021-04-19,TRUE,yes,normal,0.892,0.01,1,2021-04-03,2021-04-19,Austria,,,16
215393,2021-04-19,TRUE,yes,normal,0.865,0.02,2,2021-04-10,2021-04-19,Austria,,,16
215393,2021-04-19,TRUE,yes,normal,0.849,0.03,3,2021-04-17,2021-04-19,Austria,,,16
215393,2021-04-19,TRUE,yes,normal,0.849,0.04,4,2021-04-24,2021-04-19,Austria,,,16
215393,2021-04-19,TRUE,yes,normal,0.849,0.05,5,2021-05-01,2021-04-19,Austria,,,16
215393,2021-04-19,TRUE,yes,normal,0.849,0.06,6,2021-05-08,2021-04-19,Austria,,,16
215393,2021-04-19,TRUE,yes,normal,0.849,0.07,7,2021-05-15,2021-04-19,Austria,,,16
215393,2021-04-19,TRUE,yes,normal,0.952,0.01,1,2021-04-03,2021-04-19,Belgium,,92.1993927955628,16
215393,2021-04-19,TRUE,yes,normal,0.952,0.02,2,2021-04-10,2021-04-19,Belgium,,92.1993927955628,16
215393,2021-04-19,TRUE,yes,normal,0.952,0.03,3,2021-04-17,2021-04-19,Belgium,,92.1993927955628,16
215393,2021-04-19,TRUE,yes,normal,1,0.04,4,2021-04-24,2021-04-19,Belgium,,92.1993927955628,16
215393,2021-04-19,TRUE,yes,normal,1,0.05,5,2021-05-01,2021-04-19,Belgium,,92.1993927955628,16
215393,2021-04-19,TRUE,yes,normal,1,0.06,6,2021-05-08,2021-04-19,Belgium,,92.1993927955628,16
215393,2021-04-19,TRUE,yes,normal,1,0.07,7,2021-05-15,2021-04-19,Belgium,,92.1993927955628,16
215393,2021-04-19,TRUE,yes,normal,0.824,0.01,1,2021-04-03,2021-04-19,Bulgaria,,73.8770112991333,16
215393,2021-04-19,TRUE,yes,normal,0.781,0.02,2,2021-04-10,2021-04-19,Bulgaria,,73.8770112991333,16
215393,2021-04-19,TRUE,yes,normal,0.762,0.03,3,2021-04-17,2021-04-19,Bulgaria,,73.8770112991333,16
215393,2021-04-19,TRUE,yes,normal,0.85,0.04,4,2021-04-24,2021-04-19,Bulgaria,,73.8770112991333,16
215393,2021-04-19,TRUE,yes,normal,0.9,0.05,5,2021-05-01,2021-04-19,Bulgaria,,73.8770112991333,16
215393,2021-04-19,TRUE,yes,normal,0.95,0.06,6,2021-05-08,2021-04-19,Bulgaria,,73.8770112991333,16
215393,2021-04-19,TRUE,yes,normal,0.95,0.07,7,2021-05-15,2021-04-19,Bulgaria,,73.8770112991333,16
215393,2021-04-19,TRUE,yes,normal,1.07,0.01,1,2021-04-03,2021-04-19,Switzerland,,33.7999048233032,16
215393,2021-04-19,TRUE,yes,normal,1.063,0.02,2,2021-04-10,2021-04-19,Switzerland,,33.7999048233032,16
215393,2021-04-19,TRUE,yes,normal,1.059,0.03,3,2021-04-17,2021-04-19,Switzerland,,33.7999048233032,16
215393,2021-04-19,TRUE,yes,normal,1.059,0.04,4,2021-04-24,2021-04-19,Switzerland,,33.7999048233032,16
215393,2021-04-19,TRUE,yes,normal,1.059,0.05,5,2021-05-01,2021-04-19,Switzerland,,33.7999048233032,16
215393,2021-04-19,TRUE,yes,normal,1.059,0.06,6,2021-05-08,2021-04-19,Switzerland,,33.7999048233032,16
215393,2021-04-19,TRUE,yes,normal,1.059,0.07,7,2021-05-15,2021-04-19,Switzerland,,33.7999048233032,16
215393,2021-04-19,TRUE,yes,normal,1.085,0.01,1,2021-04-03,2021-04-19,Germany,,14.6429333686829,16
215393,2021-04-19,TRUE,yes,normal,1.091,0.02,2,2021-04-10,2021-04-19,Germany,,14.6429333686829,16
