forecaster_id,forecast_date,expert,leaderboard,board_name,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
253412,2021-07-05,TRUE,yes,BQuilty,normal,1.353,0.01,1,2021-06-19,2021-07-05,United Kingdom,,,27
253412,2021-07-05,TRUE,yes,BQuilty,normal,1.366,0.02,2,2021-06-26,2021-07-05,United Kingdom,,,27
253412,2021-07-05,TRUE,yes,BQuilty,normal,1.373,0.03,3,2021-07-03,2021-07-05,United Kingdom,,,27
253412,2021-07-05,TRUE,yes,BQuilty,normal,1.44,0.04,4,2021-07-10,2021-07-05,United Kingdom,,,27
253412,2021-07-05,TRUE,yes,BQuilty,normal,1.45,0.05,5,2021-07-17,2021-07-05,United Kingdom,,,27
253412,2021-07-05,TRUE,yes,BQuilty,normal,1.45,0.06,6,2021-07-24,2021-07-05,United Kingdom,,,27
253412,2021-07-05,TRUE,yes,BQuilty,normal,1.373,0.07,7,2021-07-31,2021-07-05,United Kingdom,,,27
734684,2021-07-05,FALSE,yes,Blitzer,normal,1.353,0.01,1,2021-06-19,2021-07-05,United Kingdom,,,27
734684,2021-07-05,FALSE,yes,Blitzer,normal,1.366,0.02,2,2021-06-26,2021-07-05,United Kingdom,,,27
734684,2021-07-05,FALSE,yes,Blitzer,normal,1.373,0.03,3,2021-07-03,2021-07-05,United Kingdom,,,27
734684,2021-07-05,FALSE,yes,Blitzer,normal,1.373,0.04,4,2021-07-10,2021-07-05,United Kingdom,,,27
734684,2021-07-05,FALSE,yes,Blitzer,normal,1.373,0.05,5,2021-07-17,2021-07-05,United Kingdom,,,27
734684,2021-07-05,FALSE,yes,Blitzer,normal,1.373,0.06,6,2021-07-24,2021-07-05,United Kingdom,,,27
734684,2021-07-05,FALSE,yes,Blitzer,normal,1.43,0.07,7,2021-07-31,2021-07-05,United Kingdom,,,27
515822,2021-07-05,TRUE,yes,seabbs,normal,0.71,0.05,1,2021-06-19,2021-07-05,Germany,,,27
515822,2021-07-05,TRUE,yes,seabbs,normal,0.93,0.075,2,2021-06-26,2021-07-05,Germany,,,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.12,0.1,3,2021-07-03,2021-07-05,Germany,,,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.23,0.125,4,2021-07-10,2021-07-05,Germany,,,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.36,0.15,5,2021-07-17,2021-07-05,Germany,,,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.38,0.175,6,2021-07-24,2021-07-05,Germany,,,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.31,0.2,7,2021-07-31,2021-07-05,Germany,,,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.353,0.005,1,2021-06-19,2021-07-05,United Kingdom,,47.8039107322693,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.366,0.021,2,2021-06-26,2021-07-05,United Kingdom,,47.8039107322693,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.373,0.037,3,2021-07-03,2021-07-05,United Kingdom,,47.8039107322693,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.373,0.052,4,2021-07-10,2021-07-05,United Kingdom,,47.8039107322693,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.373,0.068,5,2021-07-17,2021-07-05,United Kingdom,,47.8039107322693,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.373,0.084,6,2021-07-24,2021-07-05,United Kingdom,,47.8039107322693,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.373,0.1,7,2021-07-31,2021-07-05,United Kingdom,,47.8039107322693,27
515822,2021-07-05,TRUE,yes,seabbs,normal,0.746,0.01,1,2021-06-19,2021-07-05,Poland,,39.5805487632751,27
515822,2021-07-05,TRUE,yes,seabbs,normal,0.814,0.042,2,2021-06-26,2021-07-05,Poland,,39.5805487632751,27
515822,2021-07-05,TRUE,yes,seabbs,normal,0.97,0.073,3,2021-07-03,2021-07-05,Poland,,39.5805487632751,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.08,0.105,4,2021-07-10,2021-07-05,Poland,,39.5805487632751,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.22,0.137,5,2021-07-17,2021-07-05,Poland,,39.5805487632751,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.3,0.168,6,2021-07-24,2021-07-05,Poland,,39.5805487632751,27
515822,2021-07-05,TRUE,yes,seabbs,normal,1.28,0.2,7,2021-07-31,2021-07-05,Poland,,39.5805487632751,27
996366,2021-07-05,TRUE,yes,nib,normal,1.353,0.01,1,2021-06-19,2021-07-05,United Kingdom,,,27
996366,2021-07-05,TRUE,yes,nib,normal,1.366,0.02,2,2021-06-26,2021-07-05,United Kingdom,,,27
996366,2021-07-05,TRUE,yes,nib,normal,1.373,0.03,3,2021-07-03,2021-07-05,United Kingdom,,,27
996366,2021-07-05,TRUE,yes,nib,normal,1.29,0.04,4,2021-07-10,2021-07-05,United Kingdom,,,27
996366,2021-07-05,TRUE,yes,nib,normal,1.25,0.05,5,2021-07-17,2021-07-05,United Kingdom,,,27
996366,2021-07-05,TRUE,yes,nib,normal,1.19,0.06,6,2021-07-24,2021-07-05,United Kingdom,,,27
996366,2021-07-05,TRUE,yes,nib,normal,1.06,0.07,7,2021-07-31,2021-07-05,United Kingdom,,,27
496375,2021-07-05,FALSE,yes,Sophia,normal,1.353,0.01,1,2021-06-19,2021-07-05,United Kingdom,,,27
496375,2021-07-05,FALSE,yes,Sophia,normal,1.36,0.02,2,2021-06-26,2021-07-05,United Kingdom,,,27
496375,2021-07-05,FALSE,yes,Sophia,normal,1.373,0.03,3,2021-07-03,2021-07-05,United Kingdom,,,27
496375,2021-07-05,FALSE,yes,Sophia,normal,1.38,0.04,4,2021-07-10,2021-07-05,United Kingdom,,,27
496375,2021-07-05,FALSE,yes,Sophia,normal,1.373,0.05,5,2021-07-17,2021-07-05,United Kingdom,,,27
496375,2021-07-05,FALSE,yes,Sophia,normal,1.373,0.06,6,2021-07-24,2021-07-05,United Kingdom,,,27
496375,2021-07-05,FALSE,yes,Sophia,normal,1.373,0.07,7,2021-07-31,2021-07-05,United Kingdom,,,27
