forecaster_id,forecast_date,expert,leaderboard,board_name,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
996366,2021-05-10,TRUE,yes,nib,normal,0.864,0.033,1,2021-04-24,2021-05-10,Austria,,,19
996366,2021-05-10,TRUE,yes,nib,normal,0.819,0.091,2,2021-05-01,2021-05-10,Austria,,,19
996366,2021-05-10,TRUE,yes,nib,normal,0.832,0.146,3,2021-05-08,2021-05-10,Austria,,,19
996366,2021-05-10,TRUE,yes,nib,normal,0.864,0.148,4,2021-05-15,2021-05-10,Austria,,,19
996366,2021-05-10,TRUE,yes,nib,normal,0.918,0.161,5,2021-05-22,2021-05-10,Austria,,,19
996366,2021-05-10,TRUE,yes,nib,normal,0.97,0.186,6,2021-05-29,2021-05-10,Austria,,,19
996366,2021-05-10,TRUE,yes,nib,normal,0.93,0.19,7,2021-06-05,2021-05-10,Austria,,,19
996366,2021-05-10,TRUE,yes,nib,normal,0.852,0.031,1,2021-04-24,2021-05-10,Croatia,,463.598423957825,19
996366,2021-05-10,TRUE,yes,nib,normal,0.832,0.089,2,2021-05-01,2021-05-10,Croatia,,463.598423957825,19
996366,2021-05-10,TRUE,yes,nib,normal,0.819,0.123,3,2021-05-08,2021-05-10,Croatia,,463.598423957825,19
996366,2021-05-10,TRUE,yes,nib,normal,0.903,0.099,4,2021-05-15,2021-05-10,Croatia,,463.598423957825,19
996366,2021-05-10,TRUE,yes,nib,normal,0.91,0.12,5,2021-05-22,2021-05-10,Croatia,,463.598423957825,19
996366,2021-05-10,TRUE,yes,nib,normal,0.731,0.135,6,2021-05-29,2021-05-10,Croatia,,463.598423957825,19
996366,2021-05-10,TRUE,yes,nib,normal,0.945,0.105,7,2021-06-05,2021-05-10,Croatia,,463.598423957825,19
996366,2021-05-10,TRUE,yes,nib,normal,0.888,0.015,1,2021-04-24,2021-05-10,Czechia,,86.7021236419678,19
996366,2021-05-10,TRUE,yes,nib,normal,0.856,0.037,2,2021-05-01,2021-05-10,Czechia,,86.7021236419678,19
996366,2021-05-10,TRUE,yes,nib,normal,0.88,0.11,3,2021-05-08,2021-05-10,Czechia,,86.7021236419678,19
996366,2021-05-10,TRUE,yes,nib,normal,0.872,0.145,4,2021-05-15,2021-05-10,Czechia,,86.7021236419678,19
996366,2021-05-10,TRUE,yes,nib,normal,0.928,0.171,5,2021-05-22,2021-05-10,Czechia,,86.7021236419678,19
996366,2021-05-10,TRUE,yes,nib,normal,0.912,0.152,6,2021-05-29,2021-05-10,Czechia,,86.7021236419678,19
996366,2021-05-10,TRUE,yes,nib,normal,0.912,0.2,7,2021-06-05,2021-05-10,Czechia,,86.7021236419678,19
996366,2021-05-10,TRUE,yes,nib,normal,0.739,0.126,1,2021-04-24,2021-05-10,Hungary,,475.296957969666,19
996366,2021-05-10,TRUE,yes,nib,normal,0.819,0.127,2,2021-05-01,2021-05-10,Hungary,,475.296957969666,19
996366,2021-05-10,TRUE,yes,nib,normal,0.847,0.102,3,2021-05-08,2021-05-10,Hungary,,475.296957969666,19
996366,2021-05-10,TRUE,yes,nib,normal,0.875,0.114,4,2021-05-15,2021-05-10,Hungary,,475.296957969666,19
