forecaster_id,forecast_date,expert,leaderboard,board_name,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
515822,2021-08-23,TRUE,yes,seabbs,normal,1.378,0.05,1,2021-08-07,2021-08-23,Germany,,,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.397,0.058,2,2021-08-14,2021-08-23,Germany,,,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.306,0.067,3,2021-08-21,2021-08-23,Germany,,,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.02,0.075,4,2021-08-28,2021-08-23,Germany,,,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.02,0.083,5,2021-09-04,2021-08-23,Germany,,,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.01,0.092,6,2021-09-11,2021-08-23,Germany,,,34
515822,2021-08-23,TRUE,yes,seabbs,normal,0.97,0.1,7,2021-09-18,2021-08-23,Germany,,,34
515822,2021-08-23,TRUE,yes,seabbs,normal,0.988,0.05,1,2021-08-07,2021-08-23,United Kingdom,,46.7110886573792,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.125,0.058,2,2021-08-14,2021-08-23,United Kingdom,,46.7110886573792,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.008,0.067,3,2021-08-21,2021-08-23,United Kingdom,,46.7110886573792,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.008,0.075,4,2021-08-28,2021-08-23,United Kingdom,,46.7110886573792,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.28,0.083,5,2021-09-04,2021-08-23,United Kingdom,,46.7110886573792,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.31,0.092,6,2021-09-11,2021-08-23,United Kingdom,,46.7110886573792,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.18,0.1,7,2021-09-18,2021-08-23,United Kingdom,,46.7110886573792,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.097,0.01,1,2021-08-07,2021-08-23,Poland,,10.24786901474,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.06,0.02,2,2021-08-14,2021-08-23,Poland,,10.24786901474,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.029,0.03,3,2021-08-21,2021-08-23,Poland,,10.24786901474,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.029,0.04,4,2021-08-28,2021-08-23,Poland,,10.24786901474,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.029,0.05,5,2021-09-04,2021-08-23,Poland,,10.24786901474,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.029,0.06,6,2021-09-11,2021-08-23,Poland,,10.24786901474,34
515822,2021-08-23,TRUE,yes,seabbs,normal,1.029,0.07,7,2021-09-18,2021-08-23,Poland,,10.24786901474,34
