Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,66935 (40904 -- 123115),Increasing,1.4 (1.1 -- 1.6),0.43 (0.13 -- 0.6),1.6 (1.2 -- 5.4)
Bulgaria,18495 (10599 -- 34885),Likely decreasing,0.95 (0.85 -- 1.2),-0.066 (-0.21 -- 0.23),-10 (3 -- -3.3)
Croatia,48799 (24545 -- 101183),Likely increasing,1.1 (0.92 -- 1.3),0.075 (-0.1 -- 0.3),9.3 (2.3 -- -6.8)
Cyprus,12854 (4100 -- 44331),Stable,0.97 (0.73 -- 1.2),-0.04 (-0.39 -- 0.26),-17 (2.6 -- -1.8)
Czechia,477948 (258084 -- 979470),Increasing,1.3 (1.2 -- 1.4),0.31 (0.2 -- 0.43),2.2 (1.6 -- 3.4)
Denmark,94274 (47932 -- 211640),Increasing,1.2 (1.2 -- 1.4),0.28 (0.19 -- 0.4),2.5 (1.7 -- 3.7)
Estonia,53977 (14603 -- 170335),Likely increasing,1.2 (0.97 -- 1.4),0.22 (-0.043 -- 0.47),3.2 (1.5 -- -16)
Greece,233380 (146423 -- 406621),Increasing,1.3 (1.1 -- 1.4),0.31 (0.062 -- 0.44),2.3 (1.6 -- 11)
Hungary,88316 (47531 -- 196506),Increasing,1.3 (1.2 -- 1.6),0.38 (0.22 -- 0.61),1.8 (1.1 -- 3.2)
Iceland,1267 (703 -- 2555),Likely increasing,1.1 (0.96 -- 1.2),0.065 (-0.058 -- 0.23),11 (3 -- -12)
Ireland,10038 (5823 -- 18170),Likely increasing,1.1 (0.96 -- 1.3),0.11 (-0.051 -- 0.3),6.1 (2.3 -- -14)
Italy,741419 (381768 -- 1668240),Likely increasing,1 (0.86 -- 1.2),0.025 (-0.2 -- 0.23),28 (3 -- -3.5)
Latvia,11510 (3830 -- 34343),Increasing,1.2 (1 -- 1.5),0.27 (0.035 -- 0.51),2.6 (1.4 -- 20)
Lithuania,99978 (36094 -- 318270),Likely increasing,1.2 (0.99 -- 1.5),0.24 (-0.0099 -- 0.57),2.9 (1.2 -- -70)
Luxembourg,13876 (7236 -- 28698),Increasing,1.3 (1.1 -- 1.6),0.38 (0.083 -- 0.62),1.8 (1.1 -- 8.4)
Malta,371 (179 -- 1006),Stable,0.99 (0.82 -- 1.3),-0.016 (-0.24 -- 0.37),-42 (1.9 -- -2.8)
Netherlands,32732 (10488 -- 143444),Likely increasing,1.1 (0.9 -- 1.5),0.16 (-0.13 -- 0.56),4.2 (1.2 -- -5.2)
Norway,85642 (41274 -- 189406),Likely increasing,1.1 (0.9 -- 1.3),0.083 (-0.13 -- 0.29),8.4 (2.4 -- -5.2)
Poland,1485780 (599022 -- 3494670),Increasing,1.3 (1.1 -- 1.4),0.32 (0.14 -- 0.47),2.2 (1.5 -- 4.8)
Portugal,13067 (7022 -- 26588),Stable,1 (0.89 -- 1.3),0.033 (-0.15 -- 0.33),21 (2.1 -- -4.7)
Romania,15506 (7208 -- 42279),Likely decreasing,0.87 (0.72 -- 1.1),-0.17 (-0.41 -- 0.16),-4 (4.4 -- -1.7)
Slovakia,24231 (12910 -- 49173),Increasing,1.2 (1.1 -- 1.4),0.22 (0.077 -- 0.4),3.2 (1.7 -- 9)
Slovenia,24433 (14564 -- 52460),Increasing,1.1 (1 -- 1.3),0.17 (0.052 -- 0.35),4.1 (2 -- 13)
Sweden,139068 (46570 -- 436212),Likely increasing,1.1 (0.85 -- 1.2),0.078 (-0.21 -- 0.29),8.9 (2.4 -- -3.4)
