forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,inc_hosp,inc_case,inc_death,forecast_duration,forecast_week
508458,2021-08-09T00:00:00Z,TRUE,anonymous,log-normal,231959.75,0.309,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
508458,2021-08-09T00:00:00Z,TRUE,anonymous,log-normal,639.87,0.1,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.61044387817383,32
508458,2021-08-09T00:00:00Z,TRUE,anonymous,log-normal,636.46,0.116,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.61044387817383,32
508458,2021-08-09T00:00:00Z,TRUE,anonymous,log-normal,627,0.133,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.61044387817383,32
508458,2021-08-09T00:00:00Z,TRUE,anonymous,log-normal,615.96,0.149,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.61044387817383,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,205000,0.08,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,219000,0.127,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,244000,0.173,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,275000,0.22,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,205000,0.07,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,8.16619637012482,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,219000,0.107,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,8.16619637012482,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,244000,0.143,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,8.16619637012482,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,275000,0.18,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,8.16619637012482,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,550,0.07,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,4.25916589895884,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,470,0.107,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,4.25916589895884,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,430,0.143,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,4.25916589895884,32
427811,2021-08-09T00:00:00Z,FALSE,anonymous,log-normal,470,0.18,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,4.25916589895884,32
297158,2021-08-09T00:00:00Z,FALSE,yes,log-normal,185000,0.309,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
297158,2021-08-09T00:00:00Z,FALSE,yes,log-normal,184000,0.339,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
297158,2021-08-09T00:00:00Z,FALSE,yes,log-normal,183000,0.37,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
297158,2021-08-09T00:00:00Z,FALSE,yes,log-normal,182000,0.4,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
297158,2021-08-09T00:00:00Z,FALSE,yes,log-normal,650,0.149,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.44194586277008,32
297158,2021-08-09T00:00:00Z,FALSE,yes,log-normal,675,0.199,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.44194586277008,32
297158,2021-08-09T00:00:00Z,FALSE,yes,log-normal,675,0.25,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.44194586277008,32
297158,2021-08-09T00:00:00Z,FALSE,yes,log-normal,650,0.3,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.44194586277008,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,201593.36,0.1,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,230354.86,0.167,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,252159.15,0.233,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,274887.22,0.3,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,582.97,0.1,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,29.4667286872864,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,524.69,0.167,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,29.4667286872864,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,523.2,0.233,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,29.4667286872864,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,627,0.3,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,29.4667286872864,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,1273.33,0.042,1,2021-08-14,2021-08-09T00:00:00Z,Poland,cases,PL,,JHU,JHU,17.8561668395996,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,1563.49,0.095,2,2021-08-21,2021-08-09T00:00:00Z,Poland,cases,PL,,JHU,JHU,17.8561668395996,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,2000.25,0.147,3,2021-08-28,2021-08-09T00:00:00Z,Poland,cases,PL,,JHU,JHU,17.8561668395996,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,2441.7,0.2,4,2021-09-04,2021-08-09T00:00:00Z,Poland,cases,PL,,JHU,JHU,17.8561668395996,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,31.02,0.05,1,2021-08-14,2021-08-09T00:00:00Z,Poland,deaths,PL,,JHU,JHU,19.0348877906799,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,42.91,0.133,2,2021-08-21,2021-08-09T00:00:00Z,Poland,deaths,PL,,JHU,JHU,19.0348877906799,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,56.3,0.217,3,2021-08-28,2021-08-09T00:00:00Z,Poland,deaths,PL,,JHU,JHU,19.0348877906799,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,72.22,0.3,4,2021-09-04,2021-08-09T00:00:00Z,Poland,deaths,PL,,JHU,JHU,19.0348877906799,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,23544.16,0.1,1,2021-08-14,2021-08-09T00:00:00Z,Germany,cases,DE,,JHU,JHU,24.7152471542358,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,33211.31,0.2,2,2021-08-21,2021-08-09T00:00:00Z,Germany,cases,DE,,JHU,JHU,24.7152471542358,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,45024.62,0.3,3,2021-08-28,2021-08-09T00:00:00Z,Germany,cases,DE,,JHU,JHU,24.7152471542358,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,48104.02,0.4,4,2021-09-04,2021-08-09T00:00:00Z,Germany,cases,DE,,JHU,JHU,24.7152471542358,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,136.04,0.1,1,2021-08-14,2021-08-09T00:00:00Z,Germany,deaths,DE,,JHU,JHU,20.908341884613,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,193.97,0.2,2,2021-08-21,2021-08-09T00:00:00Z,Germany,deaths,DE,,JHU,JHU,20.908341884613,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,274.17,0.3,3,2021-08-28,2021-08-09T00:00:00Z,Germany,deaths,DE,,JHU,JHU,20.908341884613,32
515822,2021-08-09T00:00:00Z,TRUE,yes,log-normal,333.9,0.4,4,2021-09-04,2021-08-09T00:00:00Z,Germany,deaths,DE,,JHU,JHU,20.908341884613,32
996366,2021-08-09T00:00:00Z,TRUE,yes,normal,185724,40000,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
996366,2021-08-09T00:00:00Z,TRUE,yes,normal,190725.29,50000,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
996366,2021-08-09T00:00:00Z,TRUE,yes,normal,194591.61,60000,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
996366,2021-08-09T00:00:00Z,TRUE,yes,normal,198915.72,80000,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32
996366,2021-08-09T00:00:00Z,TRUE,yes,log-normal,674.18,0.098,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,51.0205478668213,32
996366,2021-08-09T00:00:00Z,TRUE,yes,log-normal,711.9,0.139,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,51.0205478668213,32
996366,2021-08-09T00:00:00Z,TRUE,yes,log-normal,701.71,0.179,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,51.0205478668213,32
996366,2021-08-09T00:00:00Z,TRUE,yes,log-normal,648.82,0.22,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,51.0205478668213,32
