forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,inc_hosp,inc_case,inc_death,forecast_duration,forecast_week
996366,2021-08-09T00:00:00Z,TRUE,yes,log-normal,701.71,0.179,3,2021-08-28,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,,32
996366,2021-08-09T00:00:00Z,TRUE,yes,log-normal,648.82,0.22,4,2021-09-04,2021-08-09T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,,32
297158,2021-08-15T00:00:00Z,FALSE,yes,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
297158,2021-08-15T00:00:00Z,FALSE,yes,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
297158,2021-08-15T00:00:00Z,FALSE,yes,log-normal,202000,0.367,3,2021-09-04,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
297158,2021-08-15T00:00:00Z,FALSE,yes,log-normal,202000,0.4,4,2021-09-11,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
297158,2021-08-15T00:00:00Z,FALSE,yes,log-normal,599,0.12,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.63756987253825,33
297158,2021-08-15T00:00:00Z,FALSE,yes,log-normal,586,0.13,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.63756987253825,33
297158,2021-08-15T00:00:00Z,FALSE,yes,log-normal,574,0.14,3,2021-09-04,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.63756987253825,33
297158,2021-08-15T00:00:00Z,FALSE,yes,log-normal,563,0.15,4,2021-09-11,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.63756987253825,33
253412,2021-08-16T00:00:00Z,TRUE,yes,log-normal,203144.55,0.1,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
253412,2021-08-16T00:00:00Z,TRUE,yes,log-normal,202267.82,0.2,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
253412,2021-08-16T00:00:00Z,TRUE,yes,log-normal,197185.68,0.3,3,2021-09-04,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
253412,2021-08-16T00:00:00Z,TRUE,yes,log-normal,182159.26,0.4,4,2021-09-11,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
253412,2021-08-16T00:00:00Z,TRUE,yes,log-normal,575.14,0.1,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.20281241734823,33
253412,2021-08-16T00:00:00Z,TRUE,yes,log-normal,557.53,0.133,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.20281241734823,33
253412,2021-08-16T00:00:00Z,TRUE,yes,log-normal,564.28,0.167,3,2021-09-04,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.20281241734823,33
253412,2021-08-16T00:00:00Z,TRUE,yes,log-normal,556.46,0.2,4,2021-09-11,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.20281241734823,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,208640.17,0.094,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,218521.02,0.134,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,228401.86,0.174,3,2021-09-04,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,266690.12,0.214,4,2021-09-11,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,557.83,0.164,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.21432535648346,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,498.55,0.189,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.21432535648346,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,470.9,0.215,3,2021-09-04,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.21432535648346,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,509.67,0.24,4,2021-09-11,2021-08-16T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.21432535648346,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,13332.34,0.095,1,2021-08-21,2021-08-16T00:00:00Z,Ireland,cases,IE,ECDC,JHU,JHU,2.02353004614512,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,13850.51,0.142,2,2021-08-28,2021-08-16T00:00:00Z,Ireland,cases,IE,ECDC,JHU,JHU,2.02353004614512,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,14433.44,0.189,3,2021-09-04,2021-08-16T00:00:00Z,Ireland,cases,IE,ECDC,JHU,JHU,2.02353004614512,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,18190.13,0.236,4,2021-09-11,2021-08-16T00:00:00Z,Ireland,cases,IE,ECDC,JHU,JHU,2.02353004614512,33
223233,2021-08-16T00:00:00Z,FALSE,anonymous,log-normal,15.622,0.377,1,2021-08-21,2021-08-16T00:00:00Z,Ireland,deaths,IE,ECDC,JHU,JHU,2.39471611181895,33
