forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,inc_hosp,inc_case,inc_death,forecast_duration,forecast_week
508458,2021-07-27T00:00:00Z,TRUE,anonymous,log-normal,254343.31,0.1,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30
508458,2021-07-27T00:00:00Z,TRUE,anonymous,log-normal,314558.56,0.167,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30
508458,2021-07-27T00:00:00Z,TRUE,anonymous,log-normal,266709.58,0.233,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30
508458,2021-07-27T00:00:00Z,TRUE,anonymous,log-normal,203400.1,0.3,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30
467474,2021-08-02T00:00:00Z,FALSE,yes,log-normal,130000,0.343,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
467474,2021-08-02T00:00:00Z,FALSE,yes,log-normal,95000,0.543,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
467474,2021-08-02T00:00:00Z,FALSE,yes,log-normal,70000,0.743,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
467474,2021-08-02T00:00:00Z,FALSE,yes,log-normal,50000,0.943,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
467474,2021-08-02T00:00:00Z,FALSE,yes,log-normal,524,0.148,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.59955890973409,31
467474,2021-08-02T00:00:00Z,FALSE,yes,log-normal,370,0.281,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.59955890973409,31
467474,2021-08-02T00:00:00Z,FALSE,yes,log-normal,256,0.415,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.59955890973409,31
467474,2021-08-02T00:00:00Z,FALSE,yes,log-normal,180,0.548,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,1.59955890973409,31
297158,2021-08-02T00:00:00Z,FALSE,yes,log-normal,175000,0.35,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
297158,2021-08-02T00:00:00Z,FALSE,yes,log-normal,170000,0.367,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
297158,2021-08-02T00:00:00Z,FALSE,yes,log-normal,165000,0.383,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
297158,2021-08-02T00:00:00Z,FALSE,yes,log-normal,160000,0.4,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
297158,2021-08-02T00:00:00Z,FALSE,yes,log-normal,548.41,0.1,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,54.6506958007813,31
297158,2021-08-02T00:00:00Z,FALSE,yes,log-normal,563.98,0.117,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,54.6506958007813,31
297158,2021-08-02T00:00:00Z,FALSE,yes,log-normal,573.13,0.133,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,54.6506958007813,31
297158,2021-08-02T00:00:00Z,FALSE,yes,log-normal,577.68,0.15,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,54.6506958007813,31
508458,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,187269.7,0.1,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,517388.445985317,31
508458,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,225558.19,0.181,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,517388.445985317,31
508458,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,251481.96,0.262,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,517388.445985317,31
508458,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,250405.75,0.343,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,517388.445985317,31
508458,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,524,0.05,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,37.1205930709839,31
508458,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,452.18,0.1,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,37.1205930709839,31
508458,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,380.35,0.15,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,37.1205930709839,31
508458,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,302.62,0.2,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,37.1205930709839,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,159765.82,0.143,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,149591.98,0.21,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,146498.37,0.276,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,143468.74,0.343,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,592.15,0.108,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,67.0532598495483,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,688.42,0.158,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,67.0532598495483,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,757.35,0.208,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,67.0532598495483,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,777.54,0.258,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,67.0532598495483,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,17540.02,0.09,1,2021-08-07,2021-08-02T00:00:00Z,Germany,cases,DE,,JHU,JHU,60.7871432304382,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,21365.95,0.137,2,2021-08-14,2021-08-02T00:00:00Z,Germany,cases,DE,,JHU,JHU,60.7871432304382,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,22857.98,0.183,3,2021-08-21,2021-08-02T00:00:00Z,Germany,cases,DE,,JHU,JHU,60.7871432304382,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,22621.83,0.23,4,2021-08-28,2021-08-02T00:00:00Z,Germany,cases,DE,,JHU,JHU,60.7871432304382,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,135,0.156,1,2021-08-07,2021-08-02T00:00:00Z,Germany,deaths,DE,,JHU,JHU,42.862331867218,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,149.3,0.199,2,2021-08-14,2021-08-02T00:00:00Z,Germany,deaths,DE,,JHU,JHU,42.862331867218,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,164.37,0.243,3,2021-08-21,2021-08-02T00:00:00Z,Germany,deaths,DE,,JHU,JHU,42.862331867218,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,173.65,0.286,4,2021-08-28,2021-08-02T00:00:00Z,Germany,deaths,DE,,JHU,JHU,42.862331867218,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,19524.37,0.157,1,2021-08-07,2021-08-02T00:00:00Z,Netherlands,cases,NL,ECDC,JHU,JHU,48.1916131973267,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,16298.98,0.31,2,2021-08-14,2021-08-02T00:00:00Z,Netherlands,cases,NL,ECDC,JHU,JHU,48.1916131973267,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,14943.46,0.464,3,2021-08-21,2021-08-02T00:00:00Z,Netherlands,cases,NL,ECDC,JHU,JHU,48.1916131973267,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,14475.23,0.617,4,2021-08-28,2021-08-02T00:00:00Z,Netherlands,cases,NL,ECDC,JHU,JHU,48.1916131973267,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,40.22,0.258,1,2021-08-07,2021-08-02T00:00:00Z,Netherlands,deaths,NL,ECDC,JHU,JHU,28.2026877403259,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,47.77,0.358,2,2021-08-14,2021-08-02T00:00:00Z,Netherlands,deaths,NL,ECDC,JHU,JHU,28.2026877403259,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,52.64,0.458,3,2021-08-21,2021-08-02T00:00:00Z,Netherlands,deaths,NL,ECDC,JHU,JHU,28.2026877403259,31
89444,2021-08-02T00:00:00Z,TRUE,anonymous,log-normal,53.82,0.558,4,2021-08-28,2021-08-02T00:00:00Z,Netherlands,deaths,NL,ECDC,JHU,JHU,28.2026877403259,31
253412,2021-08-02T00:00:00Z,TRUE,yes,log-normal,148812.51,0.2,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
253412,2021-08-02T00:00:00Z,TRUE,yes,log-normal,129911.82,0.367,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
253412,2021-08-02T00:00:00Z,TRUE,yes,log-normal,118252.11,0.533,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
253412,2021-08-02T00:00:00Z,TRUE,yes,log-normal,115203.19,0.7,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
253412,2021-08-02T00:00:00Z,TRUE,yes,log-normal,574.22,0.1,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,31.1488852500916,31
253412,2021-08-02T00:00:00Z,TRUE,yes,log-normal,597.06,0.267,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,31.1488852500916,31
253412,2021-08-02T00:00:00Z,TRUE,yes,log-normal,575.68,0.433,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,31.1488852500916,31
253412,2021-08-02T00:00:00Z,TRUE,yes,log-normal,524,0.6,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,31.1488852500916,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,173694.15,0.15,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,162038.24,0.267,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,154407.28,0.383,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,147135.68,0.5,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,543.17,0.148,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,325.127900123596,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,554.34,0.248,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,325.127900123596,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,546.42,0.348,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,325.127900123596,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,524,0.448,4,2021-08-28,2021-08-02T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,325.127900123596,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,21227.1,0.25,1,2021-08-07,2021-08-02T00:00:00Z,Germany,cases,DE,,JHU,JHU,35.5986232757568,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,30658.2,0.417,2,2021-08-14,2021-08-02T00:00:00Z,Germany,cases,DE,,JHU,JHU,35.5986232757568,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,46454.46,0.583,3,2021-08-21,2021-08-02T00:00:00Z,Germany,cases,DE,,JHU,JHU,35.5986232757568,31
215393,2021-08-02T00:00:00Z,TRUE,yes,log-normal,76245.82,0.75,4,2021-08-28,2021-08-02T00:00:00Z,Germany,cases,DE,,JHU,JHU,35.5986232757568,31
515822,2021-08-02T00:00:00Z,TRUE,yes,log-normal,145175.86,0.2,1,2021-08-07,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
515822,2021-08-02T00:00:00Z,TRUE,yes,log-normal,177335.83,0.267,2,2021-08-14,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
515822,2021-08-02T00:00:00Z,TRUE,yes,log-normal,181525.94,0.333,3,2021-08-21,2021-08-02T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,31
