forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,forecast_duration,forecast_week
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,73958.69,0.1,1,2021-06-26,2021-06-21T00:00:00Z,United Kingdom,cases,GB,,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,89777.32,0.167,2,2021-07-03,2021-06-21T00:00:00Z,United Kingdom,cases,GB,,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,98785.76,0.233,3,2021-07-10,2021-06-21T00:00:00Z,United Kingdom,cases,GB,,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,104129.07,0.3,4,2021-07-17,2021-06-21T00:00:00Z,United Kingdom,cases,GB,,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,89.31,0.1,1,2021-06-26,2021-06-21T00:00:00Z,United Kingdom,deaths,GB,44.6578617095947,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,108.61,0.167,2,2021-07-03,2021-06-21T00:00:00Z,United Kingdom,deaths,GB,44.6578617095947,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,130.59,0.233,3,2021-07-10,2021-06-21T00:00:00Z,United Kingdom,deaths,GB,44.6578617095947,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,147.29,0.3,4,2021-07-17,2021-06-21T00:00:00Z,United Kingdom,deaths,GB,44.6578617095947,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,1117.67,0.1,1,2021-06-26,2021-06-21T00:00:00Z,Poland,cases,PL,40.8046894073486,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,904.62,0.2,2,2021-07-03,2021-06-21T00:00:00Z,Poland,cases,PL,40.8046894073486,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,769.85,0.3,3,2021-07-10,2021-06-21T00:00:00Z,Poland,cases,PL,40.8046894073486,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,792.94,0.4,4,2021-07-17,2021-06-21T00:00:00Z,Poland,cases,PL,40.8046894073486,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,198.47,0.15,1,2021-06-26,2021-06-21T00:00:00Z,Poland,deaths,PL,44.4405136108399,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,151.3,0.233,2,2021-07-03,2021-06-21T00:00:00Z,Poland,deaths,PL,44.4405136108399,25
515822,2021-06-21T00:00:00Z,TRUE,yes,log-normal,120.37,0.317,3,2021-07-10,2021-06-21T00:00:00Z,Poland,deaths,PL,44.4405136108399,25
