forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,inc_hosp,inc_case,inc_death,forecast_duration,forecast_week
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,207596.67,0.043,1,2021-09-25,2021-09-20T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,213306.17,0.11,2,2021-10-02,2021-09-20T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,220925.92,0.176,3,2021-10-09,2021-09-20T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,228016.15,0.243,4,2021-10-16,2021-09-20T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,1051.13,0.103,1,2021-09-25,2021-09-20T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,66.1126403808594,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,1091.58,0.153,2,2021-10-02,2021-09-20T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,66.1126403808594,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,1135.14,0.203,3,2021-10-09,2021-09-20T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,66.1126403808594,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,1126.72,0.253,4,2021-10-16,2021-09-20T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,66.1126403808594,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,63985,0.152,1,2021-09-25,2021-09-20T00:00:00Z,Germany,cases,DE,,JHU,JHU,24.310359954834,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,63985,0.219,2,2021-10-02,2021-09-20T00:00:00Z,Germany,cases,DE,,JHU,JHU,24.310359954834,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,63985,0.285,3,2021-10-09,2021-09-20T00:00:00Z,Germany,cases,DE,,JHU,JHU,24.310359954834,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,63985,0.352,4,2021-10-16,2021-09-20T00:00:00Z,Germany,cases,DE,,JHU,JHU,24.310359954834,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,409.69,0.074,1,2021-09-25,2021-09-20T00:00:00Z,Germany,deaths,DE,,JHU,JHU,55.1191215515137,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,467.19,0.107,2,2021-10-02,2021-09-20T00:00:00Z,Germany,deaths,DE,,JHU,JHU,55.1191215515137,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,494.18,0.141,3,2021-10-09,2021-09-20T00:00:00Z,Germany,deaths,DE,,JHU,JHU,55.1191215515137,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,497.89,0.174,4,2021-10-16,2021-09-20T00:00:00Z,Germany,deaths,DE,,JHU,JHU,55.1191215515137,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,14419.94,0.097,1,2021-09-25,2021-09-20T00:00:00Z,Netherlands,cases,NL,ECDC,JHU,JHU,26.3008947372437,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,14420,0.164,2,2021-10-02,2021-09-20T00:00:00Z,Netherlands,cases,NL,ECDC,JHU,JHU,26.3008947372437,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,14420,0.23,3,2021-10-09,2021-09-20T00:00:00Z,Netherlands,cases,NL,ECDC,JHU,JHU,26.3008947372437,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,14420,0.297,4,2021-10-16,2021-09-20T00:00:00Z,Netherlands,cases,NL,ECDC,JHU,JHU,26.3008947372437,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,49.58,0.127,1,2021-09-25,2021-09-20T00:00:00Z,Netherlands,deaths,NL,ECDC,JHU,JHU,42.4705505371094,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,55.31,0.194,2,2021-10-02,2021-09-20T00:00:00Z,Netherlands,deaths,NL,ECDC,JHU,JHU,42.4705505371094,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,57.69,0.26,3,2021-10-09,2021-09-20T00:00:00Z,Netherlands,deaths,NL,ECDC,JHU,JHU,42.4705505371094,38
89444,2021-09-20T00:00:00Z,TRUE,anonymous,log-normal,58.62,0.327,4,2021-10-16,2021-09-20T00:00:00Z,Netherlands,deaths,NL,ECDC,JHU,JHU,42.4705505371094,38
