forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,inc_hosp,inc_case,inc_death,forecast_duration,forecast_week
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,257803.2,0.047,1,2021-09-04,2021-08-30T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,277790.82,0.098,2,2021-09-11,2021-08-30T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,300438.78,0.149,3,2021-09-18,2021-08-30T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,330846.7,0.2,4,2021-09-25,2021-08-30T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,895.19,0.087,1,2021-09-04,2021-08-30T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,26.4132142066956,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,1029.31,0.125,2,2021-09-11,2021-08-30T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,26.4132142066956,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,1155.72,0.162,3,2021-09-18,2021-08-30T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,26.4132142066956,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,1279.98,0.2,4,2021-09-25,2021-08-30T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,26.4132142066956,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,87629.6,0.2,1,2021-09-04,2021-08-30T00:00:00Z,Germany,cases,DE,,JHU,JHU,46.7203512191773,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,129766.9,0.267,2,2021-09-11,2021-08-30T00:00:00Z,Germany,cases,DE,,JHU,JHU,46.7203512191773,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,193660.35,0.333,3,2021-09-18,2021-08-30T00:00:00Z,Germany,cases,DE,,JHU,JHU,46.7203512191773,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,300440.2,0.4,4,2021-09-25,2021-08-30T00:00:00Z,Germany,cases,DE,,JHU,JHU,46.7203512191773,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,245.19,0.15,1,2021-09-04,2021-08-30T00:00:00Z,Germany,deaths,DE,,JHU,JHU,26.3920459747314,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,379.25,0.209,2,2021-09-11,2021-08-30T00:00:00Z,Germany,deaths,DE,,JHU,JHU,26.3920459747314,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,545.77,0.267,3,2021-09-18,2021-08-30T00:00:00Z,Germany,deaths,DE,,JHU,JHU,26.3920459747314,35
215393,2021-08-30T00:00:00Z,TRUE,yes,log-normal,789.47,0.326,4,2021-09-25,2021-08-30T00:00:00Z,Germany,deaths,DE,,JHU,JHU,26.3920459747314,35
427811,2021-08-30T00:00:00Z,FALSE,anonymous,log-normal,250000,0.07,1,2021-09-04,2021-08-30T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,35
427811,2021-08-30T00:00:00Z,FALSE,anonymous,log-normal,267000,0.123,2,2021-09-11,2021-08-30T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,35
427811,2021-08-30T00:00:00Z,FALSE,anonymous,log-normal,288000,0.177,3,2021-09-18,2021-08-30T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,35
427811,2021-08-30T00:00:00Z,FALSE,anonymous,log-normal,310000,0.23,4,2021-09-25,2021-08-30T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,35
427811,2021-08-30T00:00:00Z,FALSE,anonymous,log-normal,856,0.04,1,2021-09-04,2021-08-30T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,2.79074721336365,35
427811,2021-08-30T00:00:00Z,FALSE,anonymous,log-normal,933,0.057,2,2021-09-11,2021-08-30T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,2.79074721336365,35
427811,2021-08-30T00:00:00Z,FALSE,anonymous,log-normal,1017,0.073,3,2021-09-18,2021-08-30T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,2.79074721336365,35
427811,2021-08-30T00:00:00Z,FALSE,anonymous,log-normal,1108,0.09,4,2021-09-25,2021-08-30T00:00:00Z,United Kingdom,deaths,GB,ECDC,JHU,JHU,2.79074721336365,35
