Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,6674 (2726 -- 15043),Likely decreasing,0.77 (0.4 -- 1.3),-0.046 (-0.15 -- 0.048),-15 (14 -- -4.5)
Belgium,8985 (2909 -- 26661),Stable,1 (0.67 -- 1.4),0.00072 (-0.07 -- 0.065),970 (11 -- -9.9)
Bulgaria,9473 (5559 -- 16898),Likely increasing,1.1 (0.85 -- 1.6),0.023 (-0.029 -- 0.086),30 (8.1 -- -24)
Croatia,8352 (6265 -- 11405),Increasing,1.2 (1.1 -- 1.4),0.035 (0.016 -- 0.06),20 (12 -- 44)
Cyprus,8 (0 -- 126),Decreasing,0.18 (0.018 -- 0.61),-0.28 (-0.55 -- -0.087),-2.5 (-7.9 -- -1.3)
Czechia,3056 (1465 -- 5260),Likely increasing,1.2 (0.74 -- 1.5),0.026 (-0.054 -- 0.078),26 (8.9 -- -13)
Denmark,1145 (480 -- 2840),Likely decreasing,0.8 (0.44 -- 1.5),-0.04 (-0.14 -- 0.073),-17 (9.5 -- -5)
Estonia,2239 (1308 -- 3705),Stable,1 (0.77 -- 1.3),0.0052 (-0.047 -- 0.053),130 (13 -- -15)
Finland,1904 (906 -- 3957),Likely decreasing,0.92 (0.65 -- 1.3),-0.016 (-0.075 -- 0.045),-44 (15 -- -9.2)
France,24333 (3882 -- 133318),Likely decreasing,0.8 (0.33 -- 2.2),-0.04 (-0.19 -- 0.15),-17 (4.6 -- -3.7)
Germany,45652 (18060 -- 104694),Likely decreasing,0.94 (0.63 -- 1.3),-0.01 (-0.082 -- 0.046),-67 (15 -- -8.4)
Greece,9875 (3921 -- 22056),Likely decreasing,0.77 (0.36 -- 1.5),-0.046 (-0.17 -- 0.072),-15 (9.7 -- -4)
Hungary,2947 (1690 -- 4983),Increasing,1.3 (1 -- 1.6),0.047 (0.005 -- 0.085),15 (8.1 -- 140)
Iceland,47 (3 -- 492),Likely decreasing,0.61 (0.14 -- 2.1),-0.088 (-0.31 -- 0.14),-7.9 (5 -- -2.2)
Ireland,6640 (2822 -- 15229),Stable,0.96 (0.68 -- 1.4),-0.0068 (-0.067 -- 0.061),-100 (11 -- -10)
Italy,15298 (10057 -- 23539),Likely decreasing,0.88 (0.64 -- 1.2),-0.024 (-0.079 -- 0.028),-29 (24 -- -8.8)
Latvia,3294 (2067 -- 5137),Likely increasing,1.2 (0.9 -- 1.4),0.027 (-0.019 -- 0.069),25 (10 -- -37)
Liechtenstein,11 (1 -- 41),Likely decreasing,0.64 (0.21 -- 1.2),-0.078 (-0.26 -- 0.033),-8.9 (21 -- -2.7)
Lithuania,7575 (4424 -- 12638),Likely increasing,1.2 (0.9 -- 1.7),0.037 (-0.02 -- 0.094),19 (7.4 -- -35)
Luxembourg,386 (183 -- 820),Likely decreasing,0.94 (0.64 -- 1.4),-0.012 (-0.078 -- 0.059),-59 (12 -- -8.9)
Malta,42 (5 -- 254),Likely decreasing,0.46 (0.093 -- 1.8),-0.13 (-0.37 -- 0.11),-5.2 (6.3 -- -1.9)
Netherlands,7375 (856 -- 54018),Likely decreasing,0.82 (0.17 -- 3.1),-0.036 (-0.29 -- 0.23),-19 (3 -- -2.4)
Norway,1703 (718 -- 4200),Likely decreasing,0.6 (0.34 -- 1),-0.089 (-0.18 -- 0.0081),-7.8 (85 -- -3.9)
Poland,4413 (3198 -- 6120),Increasing,1.2 (1 -- 1.4),0.039 (0.0054 -- 0.069),18 (10 -- 130)
Portugal,3818 (2425 -- 6322),Likely decreasing,0.89 (0.69 -- 1.2),-0.021 (-0.066 -- 0.035),-33 (20 -- -11)
Romania,49001 (36052 -- 66932),Increasing,1.8 (1.5 -- 2.1),0.11 (0.074 -- 0.15),6.3 (4.8 -- 9.4)
Slovakia,5904 (3061 -- 12578),Increasing,1.5 (1.2 -- 2),0.074 (0.028 -- 0.13),9.4 (5.2 -- 24)
Slovenia,8165 (5450 -- 12133),Increasing,1.2 (1 -- 1.4),0.035 (0.003 -- 0.062),20 (11 -- 230)
Spain,10350 (4841 -- 23372),Likely decreasing,0.79 (0.52 -- 1.3),-0.043 (-0.11 -- 0.046),-16 (15 -- -6.1)
Sweden,3639 (1888 -- 6050),Likely decreasing,0.88 (0.6 -- 1.1),-0.023 (-0.089 -- 0.02),-30 (34 -- -7.8)
Switzerland,14006 (2462 -- 44089),Likely increasing,1.1 (0.54 -- 1.4),0.011 (-0.11 -- 0.063),66 (11 -- -6.4)
United Kingdom,215398 (93988 -- 532329),Likely increasing,1.4 (0.73 -- 2.9),0.065 (-0.055 -- 0.21),11 (3.3 -- -13)
