Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,263074 (109093 -- 621418),Likely increasing,1.2 (0.75 -- 2.1),0.042 (-0.051 -- 0.14),17 (4.9 -- -14)
Belgium,276087 (97690 -- 1299430),Likely increasing,1.2 (0.86 -- 1.9),0.031 (-0.028 -- 0.12),23 (5.6 -- -25)
Bulgaria,53170 (20858 -- 116502),Stable,1 (0.64 -- 1.5),0.0065 (-0.078 -- 0.073),110 (9.5 -- -8.8)
Croatia,41183 (18307 -- 83524),Likely decreasing,0.95 (0.63 -- 1.3),-0.0096 (-0.082 -- 0.05),-72 (14 -- -8.5)
Cyprus,9369 (1659 -- 43248),Likely decreasing,0.85 (0.41 -- 1.4),-0.031 (-0.15 -- 0.067),-22 (10 -- -4.5)
Czechia,440326 (121323 -- 1942520),Likely increasing,1.6 (0.91 -- 2.8),0.088 (-0.017 -- 0.2),7.8 (3.5 -- -41)
Denmark,352227 (199408 -- 705012),Likely increasing,1.2 (1 -- 1.5),0.036 (8.2e-05 -- 0.079),19 (8.8 -- 8400)
Estonia,52312 (34529 -- 77985),Increasing,1.4 (1.1 -- 1.7),0.066 (0.025 -- 0.11),11 (6.6 -- 28)
Finland,6193 (1631 -- 17336),Decreasing,0.5 (0.24 -- 0.82),-0.12 (-0.23 -- -0.035),-5.8 (-20 -- -3)
France,1342380 (570412 -- 3026690),Likely decreasing,0.86 (0.51 -- 1.4),-0.026 (-0.12 -- 0.063),-26 (11 -- -5.9)
Germany,1503490 (545880 -- 3677390),Likely increasing,1.4 (0.81 -- 2),0.055 (-0.039 -- 0.13),13 (5.4 -- -18)
Greece,116795 (40904 -- 312431),Likely increasing,1.2 (0.52 -- 2.6),0.027 (-0.12 -- 0.18),26 (3.8 -- -5.9)
Hungary,138356 (42409 -- 404399),Likely increasing,1.3 (0.7 -- 2.1),0.044 (-0.065 -- 0.14),16 (5.1 -- -11)
Iceland,10853 (2023 -- 38737),Likely increasing,1.1 (0.57 -- 1.7),0.023 (-0.097 -- 0.098),30 (7.1 -- -7.1)
Ireland,4006 (559 -- 23086),Decreasing,0.44 (0.16 -- 0.92),-0.14 (-0.29 -- -0.016),-4.9 (-45 -- -2.4)
Italy,474570 (245437 -- 945222),Likely decreasing,0.79 (0.52 -- 1.2),-0.043 (-0.11 -- 0.03),-16 (23 -- -6.1)
Latvia,85776 (46670 -- 156287),Increasing,1.5 (1.1 -- 2),0.079 (0.015 -- 0.13),8.7 (5.2 -- 45)
Liechtenstein,1383 (530 -- 4857),Likely increasing,1.2 (0.95 -- 1.9),0.041 (-0.0098 -- 0.12),17 (5.8 -- -70)
Lithuania,83046 (51442 -- 145912),Increasing,1.5 (1.1 -- 2.1),0.071 (0.021 -- 0.14),9.8 (5 -- 33)
Luxembourg,11378 (5655 -- 22809),Stable,0.99 (0.66 -- 1.5),-0.00033 (-0.073 -- 0.075),-2100 (9.3 -- -9.4)
Malta,563 (170 -- 1581),Likely decreasing,0.63 (0.26 -- 1.3),-0.081 (-0.22 -- 0.048),-8.5 (14 -- -3.1)
Netherlands,458747 (193842 -- 1000740),Likely increasing,1.2 (0.8 -- 1.7),0.036 (-0.04 -- 0.099),19 (7 -- -17)
Norway,180807 (75330 -- 400892),Likely increasing,1.3 (0.79 -- 1.8),0.046 (-0.043 -- 0.11),15 (6.1 -- -16)
Poland,254847 (109635 -- 556225),Stable,0.94 (0.5 -- 1.6),-0.011 (-0.12 -- 0.083),-64 (8.3 -- -5.8)
Portugal,332984 (149467 -- 654643),Stable,1 (0.6 -- 1.6),0.0074 (-0.089 -- 0.084),94 (8.3 -- -7.8)
Romania,224443 (83794 -- 643437),Likely increasing,1.3 (0.76 -- 2.5),0.054 (-0.05 -- 0.18),13 (3.9 -- -14)
Slovakia,236646 (115647 -- 523303),Increasing,2.1 (1.4 -- 3.1),0.14 (0.064 -- 0.22),5 (3.1 -- 11)
Slovenia,87481 (51239 -- 148458),Likely increasing,1.1 (0.78 -- 1.5),0.015 (-0.044 -- 0.073),45 (9.5 -- -16)
Spain,784355 (119287 -- 3233270),Stable,1 (0.51 -- 1.6),0.0054 (-0.12 -- 0.091),130 (7.7 -- -5.8)
Sweden,349341 (116979 -- 1148680),Likely increasing,1.3 (0.9 -- 1.9),0.053 (-0.021 -- 0.12),13 (5.7 -- -33)
Switzerland,251194 (129028 -- 478852),Likely increasing,1.2 (0.9 -- 1.4),0.027 (-0.019 -- 0.063),26 (11 -- -37)
United Kingdom,244387 (107879 -- 506911),Likely decreasing,0.65 (0.34 -- 1.1),-0.075 (-0.18 -- 0.02),-9.2 (35 -- -3.8)
