location_name,target_end_date,value,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,target_type
Austria,2021-05-16,0.891791612181612,0.771026751125472,0.83997255290252,0.87213952481298,0.914118317192572,0.947402077557501,1.03958937736055,case
Austria,2021-05-17,0.860167630697477,0.761512546708496,0.816667219525667,0.843038507144603,0.879136971632975,0.907704058399971,0.978988531497642,case
Austria,2021-05-18,0.833501527545643,0.739688345260479,0.795165059715134,0.8181025836482,0.849503088938617,0.875764391779808,0.940435440287987,case
Austria,2021-05-19,0.811599757741849,0.714798650090945,0.774282238098847,0.797417675390163,0.827006689881102,0.852441024433222,0.913272894271058,case
Austria,2021-05-20,0.79457833539548,0.6958226206564,0.754764218078709,0.780117804680042,0.809359535193292,0.833621798620391,0.894621086717292,case
Austria,2021-05-21,0.781848015707543,0.681085214473171,0.742337343533307,0.766224133923107,0.796759514250681,0.820086932458999,0.880223391286586,case
Austria,2021-05-22,0.77220379483369,0.673983330217583,0.734047542432316,0.758007316583564,0.787467440143465,0.810607126619804,0.86793527036862,case
Austria,2021-05-23,0.767668875583685,0.674324134830346,0.730659131047235,0.754028513232891,0.781130849704783,0.804549554699335,0.857633693615045,case
Austria,2021-05-24,0.766778403332399,0.679676024173538,0.731533715866237,0.754622491045796,0.779263998147565,0.800835686997401,0.850683273737315,case
Austria,2021-05-25,0.768823995677111,0.68990220361502,0.736509910671689,0.756525942890668,0.780192361590656,0.800240334810122,0.846832351099258,case
Austria,2021-05-26,0.772436921727647,0.700323744891946,0.741905938029994,0.76125678345878,0.783200737362233,0.803174524017315,0.848192725532652,case
Austria,2021-05-27,0.776325032677647,0.710749033503594,0.749218928692884,0.766553202031477,0.787913419378636,0.807063877155334,0.855005337579808,case
Austria,2021-05-28,0.781338283685212,0.71546528057476,0.754002690342788,0.771306009306075,0.792276755568822,0.813418322287367,0.866122531527003,case
Austria,2021-05-29,0.785882771172368,0.719226306540222,0.757011194943509,0.77515255307387,0.797081740271706,0.818528617228721,0.879502547007359,case
Austria,2021-05-30,0.788081641317981,0.717812256633669,0.757101679962273,0.776015926129085,0.800654712110561,0.822395293953663,0.888790665304246,case
Austria,2021-05-31,0.787325227662607,0.714538370976495,0.754970839470494,0.774971324917195,0.801223795978033,0.822634921214116,0.893776839031266,case
Austria,2021-06-01,0.783985387189065,0.707013842478358,0.750785715886277,0.771107390726945,0.797548009359382,0.821355901764568,0.891611615457087,case
Austria,2021-06-02,0.777207066967855,0.696301372626765,0.742887077130338,0.764681009411345,0.791369400407045,0.815685527062875,0.879333073205598,case
Austria,2021-06-03,0.767223077766059,0.686836962723715,0.732267549117259,0.754399666722133,0.780869397001268,0.806144620836655,0.865245959430843,case
Austria,2021-06-04,0.754078965158828,0.67558575143973,0.720952554172452,0.741709200088455,0.768211697977548,0.790628105767356,0.847812299968478,case
Austria,2021-06-05,0.739045213223605,0.664038033310236,0.707164835846618,0.726443668493947,0.752373158060292,0.774939770276143,0.827875288484709,case
Austria,2021-06-06,0.721920828225565,0.648310732651578,0.693215299958414,0.710452163360019,0.735463048545747,0.757925004723669,0.809118836533138,case
