Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,74675 (50010 -- 113304),Increasing,1.4 (1.2 -- 1.8),0.068 (0.031 -- 0.11),10 (6.4 -- 22)
Belgium,52561900 (6480010 -- 210106000),Increasing,7.6 (3.8 -- 9.7),0.43 (0.27 -- 0.49),1.6 (1.4 -- 2.6)
Bulgaria,18225 (10430 -- 29616),Likely decreasing,0.84 (0.62 -- 1.1),-0.031 (-0.084 -- 0.011),-23 (65 -- -8.2)
Croatia,34474 (19610 -- 56012),Likely increasing,1.2 (0.88 -- 1.5),0.033 (-0.024 -- 0.079),21 (8.7 -- -29)
Cyprus,839 (339 -- 2823),Likely increasing,1.1 (0.79 -- 1.6),0.01 (-0.043 -- 0.092),69 (7.5 -- -16)
Czechia,84084 (45208 -- 149090),Increasing,1.5 (1.1 -- 1.9),0.073 (0.023 -- 0.12),9.5 (5.9 -- 31)
Denmark,16695 (7814 -- 33508),Likely increasing,1.2 (0.86 -- 1.7),0.041 (-0.028 -- 0.1),17 (6.7 -- -25)
Estonia,9851 (6248 -- 14217),Likely increasing,1 (0.84 -- 1.2),0.0067 (-0.031 -- 0.029),100 (24 -- -22)
Finland,2593 (1163 -- 8335),Stable,1 (0.8 -- 1.4),-0.00016 (-0.039 -- 0.062),-4200 (11 -- -18)
France,41863 (14464 -- 151987),Likely increasing,1.1 (0.75 -- 1.7),0.017 (-0.052 -- 0.1),41 (6.7 -- -13)
Germany,156878 (74968 -- 441528),Likely increasing,1.2 (0.91 -- 1.7),0.031 (-0.017 -- 0.097),23 (7.2 -- -40)
Greece,53358 (38798 -- 76875),Increasing,1.4 (1.2 -- 1.7),0.062 (0.037 -- 0.1),11 (7 -- 19)
Hungary,39661 (18367 -- 72866),Likely increasing,1.4 (0.9 -- 1.8),0.056 (-0.018 -- 0.11),12 (6.5 -- -38)
Iceland,666 (165 -- 2565),Likely increasing,1.2 (0.65 -- 2.1),0.037 (-0.076 -- 0.14),19 (4.8 -- -9.1)
Ireland,20401 (11570 -- 41387),Likely increasing,1.2 (0.96 -- 1.6),0.028 (-0.0074 -- 0.084),25 (8.2 -- -94)
Italy,35381 (24112 -- 68760),Likely increasing,1.2 (0.98 -- 2.1),0.038 (-0.0041 -- 0.14),18 (4.9 -- -170)
Latvia,6277 (3237 -- 10831),Likely decreasing,0.77 (0.52 -- 1.1),-0.046 (-0.11 -- 0.014),-15 (49 -- -6.1)
Liechtenstein,72 (20 -- 248),Likely increasing,1.3 (0.7 -- 2.3),0.051 (-0.064 -- 0.16),14 (4.4 -- -11)
Lithuania,11837 (8634 -- 16549),Likely decreasing,0.93 (0.79 -- 1.1),-0.012 (-0.041 -- 0.014),-56 (50 -- -17)
Luxembourg,1009 (577 -- 2189),Likely increasing,1.1 (0.94 -- 1.4),0.016 (-0.011 -- 0.062),42 (11 -- -64)
Malta,616 (253 -- 1559),Increasing,2.3 (1.3 -- 4.1),0.16 (0.052 -- 0.28),4.4 (2.4 -- 13)
Netherlands,79643 (41155 -- 149179),Likely increasing,1.3 (0.92 -- 1.7),0.044 (-0.014 -- 0.097),16 (7.2 -- -48)
Norway,9570 (4220 -- 20556),Likely increasing,1.1 (0.65 -- 1.9),0.023 (-0.076 -- 0.12),31 (5.9 -- -9.1)
Poland,94650 (66158 -- 135717),Increasing,1.4 (1.1 -- 1.7),0.057 (0.021 -- 0.096),12 (7.2 -- 33)
Portugal,6276 (4398 -- 10018),Likely increasing,1.2 (0.99 -- 1.5),0.03 (-0.0011 -- 0.075),23 (9.3 -- -630)
Romania,24110 (16086 -- 37383),Decreasing,0.73 (0.56 -- 1),-0.056 (-0.1 -- -0.00023),-12 (-3000 -- -6.9)
Slovakia,45247 (18903 -- 108384),Likely increasing,1.3 (0.86 -- 1.9),0.047 (-0.026 -- 0.12),15 (5.9 -- -27)
Slovenia,18382 (10066 -- 32474),Stable,1 (0.72 -- 1.5),0.0066 (-0.057 -- 0.071),110 (9.7 -- -12)
Spain,13428 (5041 -- 45462),Likely increasing,1.1 (0.76 -- 1.7),0.018 (-0.048 -- 0.1),39 (6.8 -- -14)
Sweden,3493 (1568 -- 5794),Likely decreasing,0.94 (0.56 -- 1.2),-0.012 (-0.1 -- 0.033),-59 (21 -- -7)
Switzerland,13025 (4573 -- 52362),Likely increasing,1.2 (0.86 -- 2),0.029 (-0.027 -- 0.13),24 (5.3 -- -25)
United Kingdom,115044 (71844 -- 172242),Likely decreasing,0.8 (0.58 -- 1),-0.041 (-0.096 -- 0.0032),-17 (210 -- -7.2)
